स्थिति,सूत्र
रूपम् महत्,-
रूपं महत्,[[मोऽनुस्वारः (8.3.23)]]
महत् ते,-
महद् ते,[[झलां जशोऽन्ते (8.2.39)]]
महत् ते,[[खरि च (8.4.55)]]
ते बहुवक्त्रनेत्रम्,-
बहुवक्त्रनेत्रम् महाबाहो,-
बहुवक्त्रनेत्रं महाबाहो,[[मोऽनुस्वारः (8.3.23)]]
महाबाहो बहुबाहूरुपादम्,-
बहुबाहूरुपादम्,-
बहूदरम् बहुदंष्ट्राकरालम्,-
बहूदरं बहुदंष्ट्राकरालम्,[[मोऽनुस्वारः (8.3.23)]]
बहुदंष्ट्राकरालम् दृष्ट्वा,-
बहुदंष्ट्राकरालं दृष्ट्वा,[[मोऽनुस्वारः (8.3.23)]]
दृष्ट्वा लोकास्,-
लोकास् प्रव्यथितास्,-
लोकारुँ प्रव्यथितास्,[[ससजुषो रुः (8.2.66)]]
लोकार् प्रव्यथितास्,[[तस्य लोपः (1.3.9)]]
लोकाः प्रव्यथितास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
लोकाः प्रव्यथितास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रव्यथितास् तथा,-
प्रव्यथितारुँ तथा,[[ससजुषो रुः (8.2.66)]]
प्रव्यथितार् तथा,[[तस्य लोपः (1.3.9)]]
प्रव्यथिताः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रव्यथितास् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा अहम्,-
तथाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
तथाहम्,-
