स्थिति,सूत्र
एषा ते,-
ते अभिहिता,-
तेऽभिहिता,[[एङः पदान्तादति (6.1.109)]]
तेऽभिहिता साङ्ख्ये,-
साङ्ख्ये बुद्धिस्,-
बुद्धिस् योगे,-
बुद्धिरुँ योगे,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् योगे,[[तस्य लोपः (1.3.9)]]
योगे तु,-
तु इमाम्,-
त्विमाम्,[[इको यणचि (6.1.77)]]
त्विमाम् शृणु,-
त्विमां शृणु,[[मोऽनुस्वारः (8.3.23)]]
शृणु,-
बुद्ध्या युक्तस्,-
युक्तस् यया,-
युक्तरुँ यया,[[ससजुषो रुः (8.2.66)]]
युक्तर् यया,[[तस्य लोपः (1.3.9)]]
युक्त उ यया,[[हशि च (6.1.114)]]
युक्तो यया,[[आद्गुणः (6.1.87)]]
यया पार्थ,-
पार्थ कर्मबन्धम्,-
कर्मबन्धम् प्रहास्यसि,-
कर्मबन्धं प्रहास्यसि,[[मोऽनुस्वारः (8.3.23)]]
प्रहास्यसि,-
