स्थिति,सूत्र
अहम् आत्मा,-
आत्मा गुडाकेश,-
गुडाकेश सर्वभूताशयस्थितस्,-
सर्वभूताशयस्थितस्,-
सर्वभूताशयस्थितरुँ,[[ससजुषो रुः (8.2.66)]]
सर्वभूताशयस्थितर्,[[तस्य लोपः (1.3.9)]]
सर्वभूताशयस्थितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अहम् आदिस्,-
आदिस् च,-
आदिरुँ च,[[ससजुषो रुः (8.2.66)]]
आदिर् च,[[तस्य लोपः (1.3.9)]]
आदिः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आदिस् च,[[विसर्जनीयस्य सः (8.3.34)]]
आदिश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च मध्यम्,-
मध्यम् च,-
मध्यं च,[[मोऽनुस्वारः (8.3.23)]]
च भूतानाम्,-
भूतानाम् अन्तस्,-
अन्तस् एव,-
अन्तरुँ एव,[[ससजुषो रुः (8.2.66)]]
अन्तर् एव,[[तस्य लोपः (1.3.9)]]
अन्तय् एव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
अन्त एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव च,-
च,-
