स्थिति,सूत्र
अजस् अपि,-
अजरुँ अपि,[[ससजुषो रुः (8.2.66)]]
अजर् अपि,[[तस्य लोपः (1.3.9)]]
अज उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अजो अपि,[[आद्गुणः (6.1.87)]]
अजोऽपि,[[एङः पदान्तादति (6.1.109)]]
अजोऽपि सन्,-
सन् अव्ययात्मा,-
सन्न् अव्ययात्मा,[[ङमो ह्रस्वादचि ङमुण्नित्यम् (8.3.32)]]
अव्ययात्मा भूतानाम्,-
भूतानाम् ईश्वरस्,-
ईश्वरस् अपि,-
ईश्वररुँ अपि,[[ससजुषो रुः (8.2.66)]]
ईश्वरर् अपि,[[तस्य लोपः (1.3.9)]]
ईश्वर उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
ईश्वरो अपि,[[आद्गुणः (6.1.87)]]
ईश्वरोऽपि,[[एङः पदान्तादति (6.1.109)]]
ईश्वरोऽपि सन्,-
सन्,-
प्रकृतिम् स्वाम्,-
प्रकृतिं स्वाम्,[[मोऽनुस्वारः (8.3.23)]]
स्वाम् अधिष्ठाय,-
अधिष्ठाय सम्भवामि,-
सम्भवामि आत्ममायया,-
सम्भवाम्यात्ममायया,[[इको यणचि (6.1.77)]]
सम्भवाम्यात्ममायया,-
