स्थिति,सूत्र
यथा दीपस्,-
दीपस् निवातस्थस्,-
दीपरुँ निवातस्थस्,[[ससजुषो रुः (8.2.66)]]
दीपर् निवातस्थस्,[[तस्य लोपः (1.3.9)]]
दीप उ निवातस्थस्,[[हशि च (6.1.114)]]
दीपो निवातस्थस्,[[आद्गुणः (6.1.87)]]
निवातस्थस् न,-
निवातस्थरुँ न,[[ससजुषो रुः (8.2.66)]]
निवातस्थर् न,[[तस्य लोपः (1.3.9)]]
निवातस्थ उ न,[[हशि च (6.1.114)]]
निवातस्थो न,[[आद्गुणः (6.1.87)]]
न इङ्गते,-
नेङ्गते,[[आद्गुणः (6.1.87)]]
नेङ्गते सा,-
सा उपमा,-
सोपमा,[[आद्गुणः (6.1.87)]]
सोपमा स्मृता,-
स्मृता,-
योगिनस् यतचित्तस्य,-
योगिनरुँ यतचित्तस्य,[[ससजुषो रुः (8.2.66)]]
योगिनर् यतचित्तस्य,[[तस्य लोपः (1.3.9)]]
योगिन उ यतचित्तस्य,[[हशि च (6.1.114)]]
योगिनो यतचित्तस्य,[[आद्गुणः (6.1.87)]]
यतचित्तस्य युञ्जतस्,-
युञ्जतस् योगम्,-
युञ्जतरुँ योगम्,[[ससजुषो रुः (8.2.66)]]
युञ्जतर् योगम्,[[तस्य लोपः (1.3.9)]]
युञ्जत उ योगम्,[[हशि च (6.1.114)]]
युञ्जतो योगम्,[[आद्गुणः (6.1.87)]]
योगम् आत्मनस्,-
आत्मनस्,-
आत्मनरुँ,[[ससजुषो रुः (8.2.66)]]
आत्मनर्,[[तस्य लोपः (1.3.9)]]
आत्मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
