स्थिति,सूत्र
अहंकारम् बलम्,-
अहंकारं बलम्,[[मोऽनुस्वारः (8.3.23)]]
बलम् दर्पम्,-
बलं दर्पम्,[[मोऽनुस्वारः (8.3.23)]]
दर्पम् कामम्,-
दर्पं कामम्,[[मोऽनुस्वारः (8.3.23)]]
कामम् क्रोधम्,-
कामं क्रोधम्,[[मोऽनुस्वारः (8.3.23)]]
क्रोधम् च,-
क्रोधं च,[[मोऽनुस्वारः (8.3.23)]]
च संश्रितास्,-
संश्रितास्,-
संश्रितारुँ,[[ससजुषो रुः (8.2.66)]]
संश्रितार्,[[तस्य लोपः (1.3.9)]]
संश्रिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
माम् आत्मपरदेहेषु,-
आत्मपरदेहेषु प्रद्विषन्तस्,-
प्रद्विषन्तस् अभ्यसूयकास्,-
प्रद्विषन्तरुँ अभ्यसूयकास्,[[ससजुषो रुः (8.2.66)]]
प्रद्विषन्तर् अभ्यसूयकास्,[[तस्य लोपः (1.3.9)]]
प्रद्विषन्त उ अभ्यसूयकास्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
प्रद्विषन्तो अभ्यसूयकास्,[[आद्गुणः (6.1.87)]]
प्रद्विषन्तोऽभ्यसूयकास्,[[एङः पदान्तादति (6.1.109)]]
प्रद्विषन्तोऽभ्यसूयकास्,-
प्रद्विषन्तोऽभ्यसूयकारुँ,[[ससजुषो रुः (8.2.66)]]
प्रद्विषन्तोऽभ्यसूयकार्,[[तस्य लोपः (1.3.9)]]
प्रद्विषन्तोऽभ्यसूयकाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
