स्थिति,सूत्र
न रूपम्,-
रूपम् अस्य,-
अस्य इह,-
अस्येह,[[आद्गुणः (6.1.87)]]
अस्येह तथा,-
तथा उपलभ्यते,-
तथोपलभ्यते,[[आद्गुणः (6.1.87)]]
तथोपलभ्यते न,-
न अन्तस्,-
नान्तस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नान्तस् न,-
नान्तरुँ न,[[ससजुषो रुः (8.2.66)]]
नान्तर् न,[[तस्य लोपः (1.3.9)]]
नान्त उ न,[[हशि च (6.1.114)]]
नान्तो न,[[आद्गुणः (6.1.87)]]
न च,-
च आदिस्,-
चादिस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चादिस् न,-
चादिरुँ न,[[ससजुषो रुः (8.2.66)]]
चादिर् न,[[तस्य लोपः (1.3.9)]]
न च,-
च सम्प्रतिष्ठा,-
सम्प्रतिष्ठा,-
अश्वत्थम् एनम्,-
एनम् सुविरूढमूलम्,-
एनं सुविरूढमूलम्,[[मोऽनुस्वारः (8.3.23)]]
सुविरूढमूलम् असङ्गशस्त्रेण,-
असङ्गशस्त्रेण दृढेन,-
दृढेन छित्त्वा,-
छित्त्वा,-
