स्थिति,सूत्र
त्रिभिस् गुणमयैस्,-
त्रिभिरुँ गुणमयैस्,[[ससजुषो रुः (8.2.66)]]
त्रिभिर् गुणमयैस्,[[तस्य लोपः (1.3.9)]]
गुणमयैस् भावैस्,-
गुणमयैरुँ भावैस्,[[ससजुषो रुः (8.2.66)]]
गुणमयैर् भावैस्,[[तस्य लोपः (1.3.9)]]
भावैस् एभिस्,-
भावैरुँ एभिस्,[[ससजुषो रुः (8.2.66)]]
भावैर् एभिस्,[[तस्य लोपः (1.3.9)]]
एभिस् सर्वम्,-
एभिरुँ सर्वम्,[[ससजुषो रुः (8.2.66)]]
एभिर् सर्वम्,[[तस्य लोपः (1.3.9)]]
एभिः सर्वम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
एभिः सर्वम्,[[वा शरि (8.3.36)]]
सर्वम् इदम्,-
इदम् जगत्,-
इदं जगत्,[[मोऽनुस्वारः (8.3.23)]]
जगत्,-
जगद्,[[झलां जशोऽन्ते (8.2.39)]]
जगत्,[[वाऽवसाने (8.4.56)]]
मोहितम् न,-
मोहितं न,[[मोऽनुस्वारः (8.3.23)]]
न अभिजानाति,-
नाभिजानाति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाभिजानाति माम्,-
माम् एभ्यस्,-
एभ्यस् परम्,-
एभ्यरुँ परम्,[[ससजुषो रुः (8.2.66)]]
एभ्यर् परम्,[[तस्य लोपः (1.3.9)]]
एभ्यः परम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
एभ्यः परम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परम् अव्ययम्,-
अव्ययम्,-
