स्थिति,सूत्र
अथ एतत्,-
अथैतत्,[[वृद्धिरेचि (6.1.88)]]
अथैतत् अपि,-
अथैतद् अपि,[[झलां जशोऽन्ते (8.2.39)]]
अपि अशक्तस्,-
अप्यशक्तस्,[[इको यणचि (6.1.77)]]
अप्यशक्तस् असि,-
अप्यशक्तरुँ असि,[[ससजुषो रुः (8.2.66)]]
अप्यशक्तर् असि,[[तस्य लोपः (1.3.9)]]
अप्यशक्त उ असि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अप्यशक्तो असि,[[आद्गुणः (6.1.87)]]
अप्यशक्तोऽसि,[[एङः पदान्तादति (6.1.109)]]
अप्यशक्तोऽसि कर्तुम्,-
कर्तुम् मद्योगम्,-
कर्तुं मद्योगम्,[[मोऽनुस्वारः (8.3.23)]]
मद्योगम् आश्रितस्,-
आश्रितस्,-
आश्रितरुँ,[[ससजुषो रुः (8.2.66)]]
आश्रितर्,[[तस्य लोपः (1.3.9)]]
आश्रितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वकर्मफलत्यागम् ततस्,-
सर्वकर्मफलत्यागं ततस्,[[मोऽनुस्वारः (8.3.23)]]
ततस् कुरु,-
ततरुँ कुरु,[[ससजुषो रुः (8.2.66)]]
ततर् कुरु,[[तस्य लोपः (1.3.9)]]
ततः कुरु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ततः कुरु,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कुरु यतात्मवान्,-
यतात्मवान्,-
