स्थिति,सूत्र
एषा ब्राह्मी,-
ब्राह्मी स्थितिस्,-
स्थितिस् पार्थ,-
स्थितिरुँ पार्थ,[[ससजुषो रुः (8.2.66)]]
स्थितिर् पार्थ,[[तस्य लोपः (1.3.9)]]
स्थितिः पार्थ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्थितिः पार्थ,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पार्थ न,-
न एनाम्,-
नैनाम्,[[वृद्धिरेचि (6.1.88)]]
नैनाम् प्राप्य,-
नैनां प्राप्य,[[मोऽनुस्वारः (8.3.23)]]
प्राप्य विमुह्यति,-
विमुह्यति,-
स्थित्वा अस्याम्,-
स्थित्वास्याम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
स्थित्वास्याम् अन्तकाले,-
अन्तकाले अपि,-
अन्तकालेऽपि,[[एङः पदान्तादति (6.1.109)]]
अन्तकालेऽपि ब्रह्मनिर्वाणम्,-
ब्रह्मनिर्वाणम् ऋच्छति,-
ऋच्छति,-
