स्थिति,सूत्र
कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनस्,-
कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनरुँ,[[ससजुषो रुः (8.2.66)]]
कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनर्,[[तस्य लोपः (1.3.9)]]
कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आहारास् राजसस्य,-
आहारारुँ राजसस्य,[[ससजुषो रुः (8.2.66)]]
आहारार् राजसस्य,[[तस्य लोपः (1.3.9)]]
आहाराय् राजसस्य,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
आहारा राजसस्य,[[हलि सर्वेषाम् (8.3.22)]]
राजसस्य इष्टास्,-
राजसस्येष्टास्,[[आद्गुणः (6.1.87)]]
राजसस्येष्टास् दुःखशोकामयप्रदास्,-
राजसस्येष्टारुँ दुःखशोकामयप्रदास्,[[ससजुषो रुः (8.2.66)]]
राजसस्येष्टार् दुःखशोकामयप्रदास्,[[तस्य लोपः (1.3.9)]]
राजसस्येष्टाय् दुःखशोकामयप्रदास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
राजसस्येष्टा दुःखशोकामयप्रदास्,[[हलि सर्वेषाम् (8.3.22)]]
दुःखशोकामयप्रदास्,-
दुःखशोकामयप्रदारुँ,[[ससजुषो रुः (8.2.66)]]
दुःखशोकामयप्रदार्,[[तस्य लोपः (1.3.9)]]
दुःखशोकामयप्रदाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
