स्थिति,सूत्र
न अति,-
नाति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाति अश्नतस्,-
नात्यश्नतस्,[[इको यणचि (6.1.77)]]
नात्यश्नतस् तु,-
नात्यश्नतरुँ तु,[[ससजुषो रुः (8.2.66)]]
नात्यश्नतर् तु,[[तस्य लोपः (1.3.9)]]
नात्यश्नतः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नात्यश्नतस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु योगस्,-
योगस् अस्ति,-
योगरुँ अस्ति,[[ससजुषो रुः (8.2.66)]]
योगर् अस्ति,[[तस्य लोपः (1.3.9)]]
योग उ अस्ति,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
योगो अस्ति,[[आद्गुणः (6.1.87)]]
योगोऽस्ति,[[एङः पदान्तादति (6.1.109)]]
योगोऽस्ति न,-
न च,-
च एकान्तम्,-
चैकान्तम्,[[वृद्धिरेचि (6.1.88)]]
चैकान्तम् अनश्नतस्,-
अनश्नतस्,-
अनश्नतरुँ,[[ससजुषो रुः (8.2.66)]]
अनश्नतर्,[[तस्य लोपः (1.3.9)]]
अनश्नतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
न च,-
च अतिस्वप्नशीलस्य,-
चातिस्वप्नशीलस्य,[[अकः सवर्णे दीर्घः (6.1.101)]]
चातिस्वप्नशीलस्य जाग्रतस्,-
जाग्रतस् न,-
जाग्रतरुँ न,[[ससजुषो रुः (8.2.66)]]
जाग्रतर् न,[[तस्य लोपः (1.3.9)]]
जाग्रत उ न,[[हशि च (6.1.114)]]
जाग्रतो न,[[आद्गुणः (6.1.87)]]
न एव,-
नैव,[[वृद्धिरेचि (6.1.88)]]
नैव च,-
च अर्जुन,-
चार्जुन,[[अकः सवर्णे दीर्घः (6.1.101)]]
चार्जुन,-
