स्थिति,सूत्र
अधर्मम् धर्मम्,-
अधर्मं धर्मम्,[[मोऽनुस्वारः (8.3.23)]]
धर्मम् इति,-
इति या,-
या मन्यते,-
मन्यते तमसा,-
तमसा आवृता,-
तमसावृता,[[अकः सवर्णे दीर्घः (6.1.101)]]
तमसावृता,-
सर्वार्थान् विपरीतान्,-
विपरीतान् च,-
विपरीतांरुँ च,[[नश्छव्यप्रशान् (8.3.7)]]
विपरीतांर् च,[[तस्य लोपः (1.3.9)]]
विपरीतांः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विपरीतांस् च,[[विसर्जनीयस्य सः (8.3.34)]]
विपरीतांश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च बुद्धिस्,-
बुद्धिस् सा,-
बुद्धिरुँ सा,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् सा,[[तस्य लोपः (1.3.9)]]
बुद्धिः सा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बुद्धिः सा,[[वा शरि (8.3.36)]]
सा पार्थ,-
पार्थ तामसी,-
तामसी,-
