स्थिति,सूत्र
चतुर्विधास् भजन्ते,-
चतुर्विधारुँ भजन्ते,[[ससजुषो रुः (8.2.66)]]
चतुर्विधार् भजन्ते,[[तस्य लोपः (1.3.9)]]
चतुर्विधाय् भजन्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
चतुर्विधा भजन्ते,[[हलि सर्वेषाम् (8.3.22)]]
भजन्ते माम्,-
माम् जनास्,-
मां जनास्,[[मोऽनुस्वारः (8.3.23)]]
जनास् सुकृतिनस्,-
जनारुँ सुकृतिनस्,[[ससजुषो रुः (8.2.66)]]
जनार् सुकृतिनस्,[[तस्य लोपः (1.3.9)]]
जनाः सुकृतिनस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
जनाः सुकृतिनस्,[[वा शरि (8.3.36)]]
सुकृतिनस् अर्जुन,-
सुकृतिनरुँ अर्जुन,[[ससजुषो रुः (8.2.66)]]
सुकृतिनर् अर्जुन,[[तस्य लोपः (1.3.9)]]
सुकृतिन उ अर्जुन,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
सुकृतिनो अर्जुन,[[आद्गुणः (6.1.87)]]
सुकृतिनोऽर्जुन,[[एङः पदान्तादति (6.1.109)]]
सुकृतिनोऽर्जुन,-
आर्तस् जिज्ञासुस्,-
आर्तरुँ जिज्ञासुस्,[[ससजुषो रुः (8.2.66)]]
आर्तर् जिज्ञासुस्,[[तस्य लोपः (1.3.9)]]
आर्त उ जिज्ञासुस्,[[हशि च (6.1.114)]]
आर्तो जिज्ञासुस्,[[आद्गुणः (6.1.87)]]
जिज्ञासुस् अर्थार्थी,-
जिज्ञासुरुँ अर्थार्थी,[[ससजुषो रुः (8.2.66)]]
जिज्ञासुर् अर्थार्थी,[[तस्य लोपः (1.3.9)]]
अर्थार्थी ज्ञानी,-
ज्ञानी च,-
च भरतर्षभ,-
भरतर्षभ,-
