स्थिति,सूत्र
हतस् वा,-
हतरुँ वा,[[ससजुषो रुः (8.2.66)]]
हतर् वा,[[तस्य लोपः (1.3.9)]]
हत उ वा,[[हशि च (6.1.114)]]
हतो वा,[[आद्गुणः (6.1.87)]]
वा प्राप्स्यसि,-
प्राप्स्यसि स्वर्गम्,-
स्वर्गम् जित्वा,-
स्वर्गं जित्वा,[[मोऽनुस्वारः (8.3.23)]]
जित्वा वा,-
वा भोक्ष्यसे,-
भोक्ष्यसे महीम्,-
महीम्,-
तस्मात् उत्तिष्ठ,-
तस्माद् उत्तिष्ठ,[[झलां जशोऽन्ते (8.2.39)]]
उत्तिष्ठ कौन्तेय,-
कौन्तेय युद्धाय,-
युद्धाय कृतनिश्चयस्,-
कृतनिश्चयस्,-
कृतनिश्चयरुँ,[[ससजुषो रुः (8.2.66)]]
कृतनिश्चयर्,[[तस्य लोपः (1.3.9)]]
कृतनिश्चयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
