स्थिति,सूत्र
अच्छेद्यस् अयम्,-
अच्छेद्यरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
अच्छेद्यर् अयम्,[[तस्य लोपः (1.3.9)]]
अच्छेद्य उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अच्छेद्यो अयम्,[[आद्गुणः (6.1.87)]]
अच्छेद्योऽयम्,[[एङः पदान्तादति (6.1.109)]]
अच्छेद्योऽयम् अदाह्यस्,-
अदाह्यस् अयम्,-
अदाह्यरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
अदाह्यर् अयम्,[[तस्य लोपः (1.3.9)]]
अदाह्य उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अदाह्यो अयम्,[[आद्गुणः (6.1.87)]]
अदाह्योऽयम्,[[एङः पदान्तादति (6.1.109)]]
अदाह्योऽयम् अक्लेद्यस्,-
अक्लेद्यस् अशोष्यस्,-
अक्लेद्यरुँ अशोष्यस्,[[ससजुषो रुः (8.2.66)]]
अक्लेद्यर् अशोष्यस्,[[तस्य लोपः (1.3.9)]]
अक्लेद्य उ अशोष्यस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अक्लेद्यो अशोष्यस्,[[आद्गुणः (6.1.87)]]
अक्लेद्योऽशोष्यस्,[[एङः पदान्तादति (6.1.109)]]
अक्लेद्योऽशोष्यस् एव,-
अक्लेद्योऽशोष्यरुँ एव,[[ससजुषो रुः (8.2.66)]]
अक्लेद्योऽशोष्यर् एव,[[तस्य लोपः (1.3.9)]]
अक्लेद्योऽशोष्यय् एव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
अक्लेद्योऽशोष्य एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव च,-
च,-
नित्यस् सर्वगतस्,-
नित्यरुँ सर्वगतस्,[[ससजुषो रुः (8.2.66)]]
नित्यर् सर्वगतस्,[[तस्य लोपः (1.3.9)]]
नित्यः सर्वगतस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नित्यः सर्वगतस्,[[वा शरि (8.3.36)]]
सर्वगतस् स्थाणुस्,-
सर्वगतरुँ स्थाणुस्,[[ससजुषो रुः (8.2.66)]]
सर्वगतर् स्थाणुस्,[[तस्य लोपः (1.3.9)]]
सर्वगतः स्थाणुस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वगतः स्थाणुस्,[[वा शरि (8.3.36)]]
स्थाणुस् अचलस्,-
स्थाणुरुँ अचलस्,[[ससजुषो रुः (8.2.66)]]
स्थाणुर् अचलस्,[[तस्य लोपः (1.3.9)]]
अचलस् अयम्,-
अचलरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
अचलर् अयम्,[[तस्य लोपः (1.3.9)]]
अचल उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अचलो अयम्,[[आद्गुणः (6.1.87)]]
अचलोऽयम्,[[एङः पदान्तादति (6.1.109)]]
अचलोऽयम् सनातनस्,-
अचलोऽयं सनातनस्,[[मोऽनुस्वारः (8.3.23)]]
सनातनस्,-
सनातनरुँ,[[ससजुषो रुः (8.2.66)]]
सनातनर्,[[तस्य लोपः (1.3.9)]]
सनातनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
