स्थिति,सूत्र
ये तु,-
तु एतत्,-
त्वेतत्,[[इको यणचि (6.1.77)]]
त्वेतत् अभ्यसूयन्तस्,-
त्वेतद् अभ्यसूयन्तस्,[[झलां जशोऽन्ते (8.2.39)]]
अभ्यसूयन्तस् न,-
अभ्यसूयन्तरुँ न,[[ससजुषो रुः (8.2.66)]]
अभ्यसूयन्तर् न,[[तस्य लोपः (1.3.9)]]
अभ्यसूयन्त उ न,[[हशि च (6.1.114)]]
अभ्यसूयन्तो न,[[आद्गुणः (6.1.87)]]
न अनुतिष्ठन्ति,-
नानुतिष्ठन्ति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नानुतिष्ठन्ति मे,-
मे मतम्,-
मतम्,-
सर्वज्ञानविमूढान् तान्,-
सर्वज्ञानविमूढांरुँ तान्,[[नश्छव्यप्रशान् (8.3.7)]]
सर्वज्ञानविमूढांर् तान्,[[तस्य लोपः (1.3.9)]]
सर्वज्ञानविमूढांः तान्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वज्ञानविमूढांस् तान्,[[विसर्जनीयस्य सः (8.3.34)]]
तान् विद्धि,-
विद्धि नष्टान्,-
नष्टान् अचेतसस्,-
अचेतसस्,-
अचेतसरुँ,[[ससजुषो रुः (8.2.66)]]
अचेतसर्,[[तस्य लोपः (1.3.9)]]
अचेतसः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
