स्थिति,सूत्र
अपरा इयम्,-
अपरेयम्,[[आद्गुणः (6.1.87)]]
अपरेयम् इतस्,-
इतस् तु,-
इतरुँ तु,[[ससजुषो रुः (8.2.66)]]
इतर् तु,[[तस्य लोपः (1.3.9)]]
इतः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इतस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु अन्याम्,-
त्वन्याम्,[[इको यणचि (6.1.77)]]
त्वन्याम् प्रकृतिम्,-
त्वन्यां प्रकृतिम्,[[मोऽनुस्वारः (8.3.23)]]
प्रकृतिम् विद्धि,-
प्रकृतिं विद्धि,[[मोऽनुस्वारः (8.3.23)]]
विद्धि मे,-
मे पराम्,-
पराम्,-
जीवभूताम् महाबाहो,-
जीवभूतां महाबाहो,[[मोऽनुस्वारः (8.3.23)]]
महाबाहो यया,-
यया इदम्,-
ययेदम्,[[आद्गुणः (6.1.87)]]
ययेदम् धार्यते,-
ययेदं धार्यते,[[मोऽनुस्वारः (8.3.23)]]
धार्यते जगत्,-
जगत्,-
जगद्,[[झलां जशोऽन्ते (8.2.39)]]
जगत्,[[वाऽवसाने (8.4.56)]]
