स्थिति,सूत्र
यस् अन्तःसुखस्,-
यरुँ अन्तःसुखस्,[[ससजुषो रुः (8.2.66)]]
यर् अन्तःसुखस्,[[तस्य लोपः (1.3.9)]]
य उ अन्तःसुखस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
यो अन्तःसुखस्,[[आद्गुणः (6.1.87)]]
योऽन्तःसुखस्,[[एङः पदान्तादति (6.1.109)]]
योऽन्तःसुखस् अन्तरारामस्,-
योऽन्तःसुखरुँ अन्तरारामस्,[[ससजुषो रुः (8.2.66)]]
योऽन्तःसुखर् अन्तरारामस्,[[तस्य लोपः (1.3.9)]]
योऽन्तःसुख उ अन्तरारामस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
योऽन्तःसुखो अन्तरारामस्,[[आद्गुणः (6.1.87)]]
योऽन्तःसुखोऽन्तरारामस्,[[एङः पदान्तादति (6.1.109)]]
योऽन्तःसुखोऽन्तरारामस् तथा,-
योऽन्तःसुखोऽन्तरारामरुँ तथा,[[ससजुषो रुः (8.2.66)]]
योऽन्तःसुखोऽन्तरारामर् तथा,[[तस्य लोपः (1.3.9)]]
योऽन्तःसुखोऽन्तरारामः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
योऽन्तःसुखोऽन्तरारामस् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा अन्तर्ज्योतिस्,-
तथान्तर्ज्योतिस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
तथान्तर्ज्योतिस् एव,-
तथान्तर्ज्योतिरुँ एव,[[ससजुषो रुः (8.2.66)]]
तथान्तर्ज्योतिर् एव,[[तस्य लोपः (1.3.9)]]
एव यस्,-
यस्,-
यरुँ,[[ससजुषो रुः (8.2.66)]]
यर्,[[तस्य लोपः (1.3.9)]]
यः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सस् योगी,-
स योगी,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
योगी ब्रह्मनिर्वाणम्,-
ब्रह्मनिर्वाणम् ब्रह्मभूतस्,-
ब्रह्मनिर्वाणं ब्रह्मभूतस्,[[मोऽनुस्वारः (8.3.23)]]
ब्रह्मभूतस् अधिगच्छति,-
ब्रह्मभूतरुँ अधिगच्छति,[[ससजुषो रुः (8.2.66)]]
ब्रह्मभूतर् अधिगच्छति,[[तस्य लोपः (1.3.9)]]
ब्रह्मभूत उ अधिगच्छति,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
ब्रह्मभूतो अधिगच्छति,[[आद्गुणः (6.1.87)]]
ब्रह्मभूतोऽधिगच्छति,[[एङः पदान्तादति (6.1.109)]]
ब्रह्मभूतोऽधिगच्छति,-
