स्थिति,सूत्र
आत्मौपम्येन सर्वत्र,-
सर्वत्र समम्,-
समम् पश्यति,-
समं पश्यति,[[मोऽनुस्वारः (8.3.23)]]
पश्यति यस्,-
यस् अर्जुन,-
यरुँ अर्जुन,[[ससजुषो रुः (8.2.66)]]
यर् अर्जुन,[[तस्य लोपः (1.3.9)]]
य उ अर्जुन,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
यो अर्जुन,[[आद्गुणः (6.1.87)]]
योऽर्जुन,[[एङः पदान्तादति (6.1.109)]]
योऽर्जुन,-
सुखम् वा,-
सुखं वा,[[मोऽनुस्वारः (8.3.23)]]
वा यदि,-
यदि वा,-
वा दुःखम्,-
दुःखम् सस्,-
दुःखं सस्,[[मोऽनुस्वारः (8.3.23)]]
सस् योगी,-
स योगी,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
योगी परमस्,-
परमस् मतस्,-
परमरुँ मतस्,[[ससजुषो रुः (8.2.66)]]
परमर् मतस्,[[तस्य लोपः (1.3.9)]]
परम उ मतस्,[[हशि च (6.1.114)]]
परमो मतस्,[[आद्गुणः (6.1.87)]]
मतस्,-
मतरुँ,[[ससजुषो रुः (8.2.66)]]
मतर्,[[तस्य लोपः (1.3.9)]]
मतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
