स्थिति,सूत्र
इह एव,-
इहैव,[[वृद्धिरेचि (6.1.88)]]
इहैव तैस्,-
तैस् जितस्,-
तैरुँ जितस्,[[ससजुषो रुः (8.2.66)]]
तैर् जितस्,[[तस्य लोपः (1.3.9)]]
जितस् सर्गस्,-
जितरुँ सर्गस्,[[ससजुषो रुः (8.2.66)]]
जितर् सर्गस्,[[तस्य लोपः (1.3.9)]]
जितः सर्गस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
जितः सर्गस्,[[वा शरि (8.3.36)]]
सर्गस् येषाम्,-
सर्गरुँ येषाम्,[[ससजुषो रुः (8.2.66)]]
सर्गर् येषाम्,[[तस्य लोपः (1.3.9)]]
सर्ग उ येषाम्,[[हशि च (6.1.114)]]
सर्गो येषाम्,[[आद्गुणः (6.1.87)]]
येषाम् साम्ये,-
येषां साम्ये,[[मोऽनुस्वारः (8.3.23)]]
साम्ये स्थितम्,-
स्थितम् मनस्,-
स्थितं मनस्,[[मोऽनुस्वारः (8.3.23)]]
मनस्,-
मनरुँ,[[ससजुषो रुः (8.2.66)]]
मनर्,[[तस्य लोपः (1.3.9)]]
मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निर्दोषम् हि,-
निर्दोषं हि,[[मोऽनुस्वारः (8.3.23)]]
हि समम्,-
समम् ब्रह्म,-
समं ब्रह्म,[[मोऽनुस्वारः (8.3.23)]]
ब्रह्म तस्मात्,-
तस्मात् ब्रह्मणि,-
तस्माद् ब्रह्मणि,[[झलां जशोऽन्ते (8.2.39)]]
ब्रह्मणि ते,-
ते स्थितास्,-
स्थितास्,-
स्थितारुँ,[[ससजुषो रुः (8.2.66)]]
स्थितार्,[[तस्य लोपः (1.3.9)]]
स्थिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
