स्थिति,सूत्र
द्रव्ययज्ञास् तपोयज्ञास्,-
द्रव्ययज्ञारुँ तपोयज्ञास्,[[ससजुषो रुः (8.2.66)]]
द्रव्ययज्ञार् तपोयज्ञास्,[[तस्य लोपः (1.3.9)]]
द्रव्ययज्ञाः तपोयज्ञास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
द्रव्ययज्ञास् तपोयज्ञास्,[[विसर्जनीयस्य सः (8.3.34)]]
तपोयज्ञास् योगयज्ञास्,-
तपोयज्ञारुँ योगयज्ञास्,[[ससजुषो रुः (8.2.66)]]
तपोयज्ञार् योगयज्ञास्,[[तस्य लोपः (1.3.9)]]
तपोयज्ञाय् योगयज्ञास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
तपोयज्ञा योगयज्ञास्,[[हलि सर्वेषाम् (8.3.22)]]
योगयज्ञास् तथा,-
योगयज्ञारुँ तथा,[[ससजुषो रुः (8.2.66)]]
योगयज्ञार् तथा,[[तस्य लोपः (1.3.9)]]
योगयज्ञाः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
योगयज्ञास् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा अपरे,-
तथापरे,[[अकः सवर्णे दीर्घः (6.1.101)]]
तथापरे,-
स्वाध्यायज्ञानयज्ञास् च,-
स्वाध्यायज्ञानयज्ञारुँ च,[[ससजुषो रुः (8.2.66)]]
स्वाध्यायज्ञानयज्ञार् च,[[तस्य लोपः (1.3.9)]]
स्वाध्यायज्ञानयज्ञाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्वाध्यायज्ञानयज्ञास् च,[[विसर्जनीयस्य सः (8.3.34)]]
स्वाध्यायज्ञानयज्ञाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च यतयस्,-
यतयस् संशितव्रतास्,-
यतयरुँ संशितव्रतास्,[[ससजुषो रुः (8.2.66)]]
यतयर् संशितव्रतास्,[[तस्य लोपः (1.3.9)]]
यतयः संशितव्रतास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यतयः संशितव्रतास्,[[वा शरि (8.3.36)]]
संशितव्रतास्,-
संशितव्रतारुँ,[[ससजुषो रुः (8.2.66)]]
संशितव्रतार्,[[तस्य लोपः (1.3.9)]]
संशितव्रताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
