स्थिति,सूत्र
सर्वभूतस्थितम् यस्,-
सर्वभूतस्थितं यस्,[[मोऽनुस्वारः (8.3.23)]]
यस् माम्,-
यरुँ माम्,[[ससजुषो रुः (8.2.66)]]
यर् माम्,[[तस्य लोपः (1.3.9)]]
य उ माम्,[[हशि च (6.1.114)]]
यो माम्,[[आद्गुणः (6.1.87)]]
माम् भजति,-
मां भजति,[[मोऽनुस्वारः (8.3.23)]]
भजति एकत्वम्,-
भजत्येकत्वम्,[[इको यणचि (6.1.77)]]
भजत्येकत्वम् आस्थितस्,-
आस्थितस्,-
आस्थितरुँ,[[ससजुषो रुः (8.2.66)]]
आस्थितर्,[[तस्य लोपः (1.3.9)]]
आस्थितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वथा वर्तमानस्,-
वर्तमानस् अपि,-
वर्तमानरुँ अपि,[[ससजुषो रुः (8.2.66)]]
वर्तमानर् अपि,[[तस्य लोपः (1.3.9)]]
वर्तमान उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
वर्तमानो अपि,[[आद्गुणः (6.1.87)]]
वर्तमानोऽपि,[[एङः पदान्तादति (6.1.109)]]
वर्तमानोऽपि सस्,-
सस् योगी,-
स योगी,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
योगी मयि,-
मयि वर्तते,-
वर्तते,-
