स्थिति,सूत्र
यस्य न,-
न अहङ्कृतस्,-
नाहङ्कृतस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाहङ्कृतस् भावस्,-
नाहङ्कृतरुँ भावस्,[[ससजुषो रुः (8.2.66)]]
नाहङ्कृतर् भावस्,[[तस्य लोपः (1.3.9)]]
नाहङ्कृत उ भावस्,[[हशि च (6.1.114)]]
नाहङ्कृतो भावस्,[[आद्गुणः (6.1.87)]]
भावस् बुद्धिस्,-
भावरुँ बुद्धिस्,[[ससजुषो रुः (8.2.66)]]
भावर् बुद्धिस्,[[तस्य लोपः (1.3.9)]]
भाव उ बुद्धिस्,[[हशि च (6.1.114)]]
भावो बुद्धिस्,[[आद्गुणः (6.1.87)]]
बुद्धिस् यस्य,-
बुद्धिरुँ यस्य,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् यस्य,[[तस्य लोपः (1.3.9)]]
यस्य न,-
न लिप्यते,-
लिप्यते,-
हत्वा अपि,-
हत्वापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
हत्वापि सस्,-
सस् इमान्,-
सरुँ इमान्,[[ससजुषो रुः (8.2.66)]]
सर् इमान्,[[तस्य लोपः (1.3.9)]]
सय् इमान्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
स इमान्,[[लोपः शाकल्यस्य (8.3.19)]]
इमान् लोकान्,-
इमाल् लोकान्,[[तोर्लि (8.4.60)]]
लोकान् न,-
न हन्ति,-
हन्ति न,-
न निबध्यते,-
निबध्यते,-
