स्थिति,सूत्र
समम् पश्यन्,-
समं पश्यन्,[[मोऽनुस्वारः (8.3.23)]]
पश्यन् हि,-
हि सर्वत्र,-
सर्वत्र समवस्थितम्,-
समवस्थितम् ईश्वरम्,-
ईश्वरम्,-
न हिनस्ति,-
हिनस्ति आत्मना,-
हिनस्त्यात्मना,[[इको यणचि (6.1.77)]]
हिनस्त्यात्मना आत्मानम्,-
हिनस्त्यात्मनात्मानम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
हिनस्त्यात्मनात्मानम् ततस्,-
हिनस्त्यात्मनात्मानं ततस्,[[मोऽनुस्वारः (8.3.23)]]
ततस् याति,-
ततरुँ याति,[[ससजुषो रुः (8.2.66)]]
ततर् याति,[[तस्य लोपः (1.3.9)]]
तत उ याति,[[हशि च (6.1.114)]]
ततो याति,[[आद्गुणः (6.1.87)]]
याति पराम्,-
पराम् गतिम्,-
परां गतिम्,[[मोऽनुस्वारः (8.3.23)]]
गतिम्,-
