स्थिति,सूत्र
बीजम् माम्,-
बीजं माम्,[[मोऽनुस्वारः (8.3.23)]]
माम् सर्वभूतानाम्,-
मां सर्वभूतानाम्,[[मोऽनुस्वारः (8.3.23)]]
सर्वभूतानाम् विद्धि,-
सर्वभूतानां विद्धि,[[मोऽनुस्वारः (8.3.23)]]
विद्धि पार्थ,-
पार्थ सनातनम्,-
सनातनम्,-
बुद्धिस् बुद्धिमताम्,-
बुद्धिरुँ बुद्धिमताम्,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् बुद्धिमताम्,[[तस्य लोपः (1.3.9)]]
बुद्धिमताम् अस्मि,-
अस्मि तेजस्,-
तेजस् तेजस्विनाम्,-
तेजरुँ तेजस्विनाम्,[[ससजुषो रुः (8.2.66)]]
तेजर् तेजस्विनाम्,[[तस्य लोपः (1.3.9)]]
तेजः तेजस्विनाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तेजस् तेजस्विनाम्,[[विसर्जनीयस्य सः (8.3.34)]]
तेजस्विनाम् अहम्,-
अहम्,-
