स्थिति,सूत्र
अहङ्कारम् बलम्,-
अहङ्कारं बलम्,[[मोऽनुस्वारः (8.3.23)]]
बलम् दर्पम्,-
बलं दर्पम्,[[मोऽनुस्वारः (8.3.23)]]
दर्पम् कामम्,-
दर्पं कामम्,[[मोऽनुस्वारः (8.3.23)]]
कामम् क्रोधम्,-
कामं क्रोधम्,[[मोऽनुस्वारः (8.3.23)]]
क्रोधम् परिग्रहम्,-
क्रोधं परिग्रहम्,[[मोऽनुस्वारः (8.3.23)]]
परिग्रहम्,-
विमुच्य निर्ममस्,-
निर्ममस् शान्तस्,-
निर्ममरुँ शान्तस्,[[ससजुषो रुः (8.2.66)]]
निर्ममर् शान्तस्,[[तस्य लोपः (1.3.9)]]
निर्ममः शान्तस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निर्ममः शान्तस्,[[वा शरि (8.3.36)]]
शान्तस् ब्रह्मभूयाय,-
शान्तरुँ ब्रह्मभूयाय,[[ससजुषो रुः (8.2.66)]]
शान्तर् ब्रह्मभूयाय,[[तस्य लोपः (1.3.9)]]
शान्त उ ब्रह्मभूयाय,[[हशि च (6.1.114)]]
शान्तो ब्रह्मभूयाय,[[आद्गुणः (6.1.87)]]
ब्रह्मभूयाय कल्पते,-
कल्पते,-
