स्थिति,सूत्र
ब्रह्मभूतस् प्रसन्नात्मा,-
ब्रह्मभूतरुँ प्रसन्नात्मा,[[ससजुषो रुः (8.2.66)]]
ब्रह्मभूतर् प्रसन्नात्मा,[[तस्य लोपः (1.3.9)]]
ब्रह्मभूतः प्रसन्नात्मा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ब्रह्मभूतः प्रसन्नात्मा,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रसन्नात्मा न,-
न शोचति,-
शोचति न,-
न काङ्क्षति,-
काङ्क्षति,-
समस् सर्वेषु,-
समरुँ सर्वेषु,[[ससजुषो रुः (8.2.66)]]
समर् सर्वेषु,[[तस्य लोपः (1.3.9)]]
समः सर्वेषु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
समः सर्वेषु,[[वा शरि (8.3.36)]]
सर्वेषु भूतेषु,-
भूतेषु मद्भक्तिम्,-
मद्भक्तिम् लभते,-
मद्भक्तिं लभते,[[मोऽनुस्वारः (8.3.23)]]
लभते पराम्,-
पराम्,-
