स्थिति,सूत्र
बलम् बलवताम्,-
बलं बलवताम्,[[मोऽनुस्वारः (8.3.23)]]
बलवताम् च,-
बलवतां च,[[मोऽनुस्वारः (8.3.23)]]
च अहम्,-
चाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाहम् कामरागविवर्जितम्,-
चाहं कामरागविवर्जितम्,[[मोऽनुस्वारः (8.3.23)]]
कामरागविवर्जितम्,-
धर्माविरुद्धस् भूतेषु,-
धर्माविरुद्धरुँ भूतेषु,[[ससजुषो रुः (8.2.66)]]
धर्माविरुद्धर् भूतेषु,[[तस्य लोपः (1.3.9)]]
धर्माविरुद्ध उ भूतेषु,[[हशि च (6.1.114)]]
धर्माविरुद्धो भूतेषु,[[आद्गुणः (6.1.87)]]
भूतेषु कामस्,-
कामस् अस्मि,-
कामरुँ अस्मि,[[ससजुषो रुः (8.2.66)]]
कामर् अस्मि,[[तस्य लोपः (1.3.9)]]
काम उ अस्मि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
कामो अस्मि,[[आद्गुणः (6.1.87)]]
कामोऽस्मि,[[एङः पदान्तादति (6.1.109)]]
कामोऽस्मि भरतर्षभ,-
भरतर्षभ,-
