स्थिति,सूत्र
अथवा बहुना,-
बहुना एतेन,-
बहुनैतेन,[[वृद्धिरेचि (6.1.88)]]
बहुनैतेन किम्,-
किम् ज्ञातेन,-
किं ज्ञातेन,[[मोऽनुस्वारः (8.3.23)]]
ज्ञातेन तव,-
तव अर्जुन,-
तवार्जुन,[[अकः सवर्णे दीर्घः (6.1.101)]]
तवार्जुन,-
विष्टभ्य अहम्,-
विष्टभ्याहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
विष्टभ्याहम् इदम्,-
इदम् कृत्स्नम्,-
इदं कृत्स्नम्,[[मोऽनुस्वारः (8.3.23)]]
कृत्स्नम् एकांशेन,-
एकांशेन स्थितस्,-
स्थितस् जगत्,-
स्थितरुँ जगत्,[[ससजुषो रुः (8.2.66)]]
स्थितर् जगत्,[[तस्य लोपः (1.3.9)]]
स्थित उ जगत्,[[हशि च (6.1.114)]]
स्थितो जगत्,[[आद्गुणः (6.1.87)]]
जगत्,-
जगद्,[[झलां जशोऽन्ते (8.2.39)]]
जगत्,[[वाऽवसाने (8.4.56)]]
