स्थिति,सूत्र
विषयास् विनिवर्तन्ते,-
विषयारुँ विनिवर्तन्ते,[[ससजुषो रुः (8.2.66)]]
विषयार् विनिवर्तन्ते,[[तस्य लोपः (1.3.9)]]
विषयाय् विनिवर्तन्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
विषया विनिवर्तन्ते,[[हलि सर्वेषाम् (8.3.22)]]
विनिवर्तन्ते निराहारस्य,-
निराहारस्य देहिनस्,-
देहिनस्,-
देहिनरुँ,[[ससजुषो रुः (8.2.66)]]
देहिनर्,[[तस्य लोपः (1.3.9)]]
देहिनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
रसवर्जम् रसस्,-
रसवर्जं रसस्,[[मोऽनुस्वारः (8.3.23)]]
रसस् अप्यस्य,-
रसरुँ अप्यस्य,[[ससजुषो रुः (8.2.66)]]
रसर् अप्यस्य,[[तस्य लोपः (1.3.9)]]
रस उ अप्यस्य,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
रसो अप्यस्य,[[आद्गुणः (6.1.87)]]
रसोऽप्यस्य,[[एङः पदान्तादति (6.1.109)]]
रसोऽप्यस्य परम्,-
परम् दृष्ट्वा,-
परं दृष्ट्वा,[[मोऽनुस्वारः (8.3.23)]]
दृष्ट्वा निवर्तते,-
निवर्तते,-
