स्थिति,सूत्र
समम् सर्वेषु,-
समं सर्वेषु,[[मोऽनुस्वारः (8.3.23)]]
सर्वेषु भूतेषु,-
भूतेषु तिष्ठन्तम्,-
तिष्ठन्तम् परमेश्वरम्,-
तिष्ठन्तं परमेश्वरम्,[[मोऽनुस्वारः (8.3.23)]]
परमेश्वरम्,-
विनश्यत्सु अविनश्यन्तम्,-
विनश्यत्स्वविनश्यन्तम्,[[इको यणचि (6.1.77)]]
विनश्यत्स्वविनश्यन्तम् यस्,-
विनश्यत्स्वविनश्यन्तं यस्,[[मोऽनुस्वारः (8.3.23)]]
यस् पश्यति,-
यरुँ पश्यति,[[ससजुषो रुः (8.2.66)]]
यर् पश्यति,[[तस्य लोपः (1.3.9)]]
यः पश्यति,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यः पश्यति,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पश्यति सस्,-
सस् पश्यति,-
स पश्यति,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
पश्यति,-
