स्थिति,सूत्र
मत्मनास् भव,-
मत्मनारुँ भव,[[ससजुषो रुः (8.2.66)]]
मत्मनार् भव,[[तस्य लोपः (1.3.9)]]
मत्मनाय् भव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
मत्मना भव,[[हलि सर्वेषाम् (8.3.22)]]
भव मद्भक्तस्,-
मद्भक्तस् मद्याजी,-
मद्भक्तरुँ मद्याजी,[[ससजुषो रुः (8.2.66)]]
मद्भक्तर् मद्याजी,[[तस्य लोपः (1.3.9)]]
मद्भक्त उ मद्याजी,[[हशि च (6.1.114)]]
मद्भक्तो मद्याजी,[[आद्गुणः (6.1.87)]]
मद्याजी माम्,-
माम् नमस्कुरु,-
मां नमस्कुरु,[[मोऽनुस्वारः (8.3.23)]]
नमस्कुरु,-
माम् एव,-
एव एष्यसि,-
एवैष्यसि,[[वृद्धिरेचि (6.1.88)]]
एवैष्यसि युक्त्वा,-
युक्त्वा एवम्,-
युक्त्वैवम्,[[वृद्धिरेचि (6.1.88)]]
युक्त्वैवम् आत्मानम्,-
आत्मानम् मत्परायणस्,-
आत्मानं मत्परायणस्,[[मोऽनुस्वारः (8.3.23)]]
मत्परायणस्,-
मत्परायणरुँ,[[ससजुषो रुः (8.2.66)]]
मत्परायणर्,[[तस्य लोपः (1.3.9)]]
मत्परायणः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
