स्थिति,सूत्र
श्रेयान् स्वधर्मस्,-
स्वधर्मस् विगुणस्,-
स्वधर्मरुँ विगुणस्,[[ससजुषो रुः (8.2.66)]]
स्वधर्मर् विगुणस्,[[तस्य लोपः (1.3.9)]]
स्वधर्म उ विगुणस्,[[हशि च (6.1.114)]]
स्वधर्मो विगुणस्,[[आद्गुणः (6.1.87)]]
विगुणस् परधर्मात्,-
विगुणरुँ परधर्मात्,[[ससजुषो रुः (8.2.66)]]
विगुणर् परधर्मात्,[[तस्य लोपः (1.3.9)]]
विगुणः परधर्मात्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विगुणः परधर्मात्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परधर्मात् स्वनुष्ठितात्,-
परधर्माद् स्वनुष्ठितात्,[[झलां जशोऽन्ते (8.2.39)]]
परधर्मात् स्वनुष्ठितात्,[[खरि च (8.4.55)]]
स्वनुष्ठितात्,-
स्वनुष्ठिताद्,[[झलां जशोऽन्ते (8.2.39)]]
स्वनुष्ठितात्,[[वाऽवसाने (8.4.56)]]
स्वधर्मे निधनम्,-
निधनम् श्रेयस्,-
निधनं श्रेयस्,[[मोऽनुस्वारः (8.3.23)]]
श्रेयस् परधर्मस्,-
श्रेयरुँ परधर्मस्,[[ससजुषो रुः (8.2.66)]]
श्रेयर् परधर्मस्,[[तस्य लोपः (1.3.9)]]
श्रेयः परधर्मस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
श्रेयः परधर्मस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परधर्मस् भयावहस्,-
परधर्मरुँ भयावहस्,[[ससजुषो रुः (8.2.66)]]
परधर्मर् भयावहस्,[[तस्य लोपः (1.3.9)]]
परधर्म उ भयावहस्,[[हशि च (6.1.114)]]
परधर्मो भयावहस्,[[आद्गुणः (6.1.87)]]
भयावहस्,-
भयावहरुँ,[[ससजुषो रुः (8.2.66)]]
भयावहर्,[[तस्य लोपः (1.3.9)]]
भयावहः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
