स्थिति,सूत्र
किम् पुनर्,-
किं पुनर्,[[मोऽनुस्वारः (8.3.23)]]
पुनर् ब्राह्मणास्,-
ब्राह्मणास् पुण्यास्,-
ब्राह्मणारुँ पुण्यास्,[[ससजुषो रुः (8.2.66)]]
ब्राह्मणार् पुण्यास्,[[तस्य लोपः (1.3.9)]]
ब्राह्मणाः पुण्यास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ब्राह्मणाः पुण्यास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पुण्यास् भक्तास्,-
पुण्यारुँ भक्तास्,[[ससजुषो रुः (8.2.66)]]
पुण्यार् भक्तास्,[[तस्य लोपः (1.3.9)]]
पुण्याय् भक्तास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
पुण्या भक्तास्,[[हलि सर्वेषाम् (8.3.22)]]
भक्तास् राजर्षयस्,-
भक्तारुँ राजर्षयस्,[[ससजुषो रुः (8.2.66)]]
भक्तार् राजर्षयस्,[[तस्य लोपः (1.3.9)]]
भक्ताय् राजर्षयस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
भक्ता राजर्षयस्,[[हलि सर्वेषाम् (8.3.22)]]
राजर्षयस् तथा,-
राजर्षयरुँ तथा,[[ससजुषो रुः (8.2.66)]]
राजर्षयर् तथा,[[तस्य लोपः (1.3.9)]]
राजर्षयः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
राजर्षयस् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा,-
अनित्यम् असुखम्,-
असुखम् लोकम्,-
असुखं लोकम्,[[मोऽनुस्वारः (8.3.23)]]
लोकम् इमम्,-
इमम् प्राप्य,-
इमं प्राप्य,[[मोऽनुस्वारः (8.3.23)]]
प्राप्य भजस्व,-
भजस्व माम्,-
माम्,-
