स्थिति,सूत्र
अश्वत्थस् सर्ववृक्षाणाम्,-
अश्वत्थरुँ सर्ववृक्षाणाम्,[[ससजुषो रुः (8.2.66)]]
अश्वत्थर् सर्ववृक्षाणाम्,[[तस्य लोपः (1.3.9)]]
अश्वत्थः सर्ववृक्षाणाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अश्वत्थः सर्ववृक्षाणाम्,[[वा शरि (8.3.36)]]
सर्ववृक्षाणाम् देवर्षीणाम्,-
सर्ववृक्षाणां देवर्षीणाम्,[[मोऽनुस्वारः (8.3.23)]]
देवर्षीणाम् च,-
देवर्षीणां च,[[मोऽनुस्वारः (8.3.23)]]
च नारदस्,-
नारदस्,-
नारदरुँ,[[ससजुषो रुः (8.2.66)]]
नारदर्,[[तस्य लोपः (1.3.9)]]
नारदः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गन्धर्वाणाम् चित्ररथस्,-
गन्धर्वाणां चित्ररथस्,[[मोऽनुस्वारः (8.3.23)]]
चित्ररथस् सिद्धानाम्,-
चित्ररथरुँ सिद्धानाम्,[[ससजुषो रुः (8.2.66)]]
चित्ररथर् सिद्धानाम्,[[तस्य लोपः (1.3.9)]]
चित्ररथः सिद्धानाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
चित्ररथः सिद्धानाम्,[[वा शरि (8.3.36)]]
सिद्धानाम् कपिलस्,-
सिद्धानां कपिलस्,[[मोऽनुस्वारः (8.3.23)]]
कपिलस् मुनिस्,-
कपिलरुँ मुनिस्,[[ससजुषो रुः (8.2.66)]]
कपिलर् मुनिस्,[[तस्य लोपः (1.3.9)]]
कपिल उ मुनिस्,[[हशि च (6.1.114)]]
कपिलो मुनिस्,[[आद्गुणः (6.1.87)]]
मुनिस्,-
मुनिरुँ,[[ससजुषो रुः (8.2.66)]]
मुनिर्,[[तस्य लोपः (1.3.9)]]
मुनिः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
