स्थिति,सूत्र
विषयेन्द्रियसंयोगात् यत्,-
विषयेन्द्रियसंयोगाद् यत्,[[झलां जशोऽन्ते (8.2.39)]]
यत् तत्,-
यद् तत्,[[झलां जशोऽन्ते (8.2.39)]]
यत् तत्,[[खरि च (8.4.55)]]
तत् अग्रे,-
तद् अग्रे,[[झलां जशोऽन्ते (8.2.39)]]
अग्रे अमृतोपमम्,-
अग्रेऽमृतोपमम्,[[एङः पदान्तादति (6.1.109)]]
अग्रेऽमृतोपमम्,-
परिणामे विषम्,-
विषम् इव,-
इव तत्,-
तत् सुखम्,-
तद् सुखम्,[[झलां जशोऽन्ते (8.2.39)]]
तत् सुखम्,[[खरि च (8.4.55)]]
सुखम् राजसम्,-
सुखं राजसम्,[[मोऽनुस्वारः (8.3.23)]]
राजसम् स्मृतम्,-
राजसं स्मृतम्,[[मोऽनुस्वारः (8.3.23)]]
स्मृतम्,-
