स्थिति,सूत्र
स्पर्शान् कृत्वा,-
कृत्वा बहिस्,-
बहिस् बाह्यान्,-
बहिरुँ बाह्यान्,[[ससजुषो रुः (8.2.66)]]
बहिर् बाह्यान्,[[तस्य लोपः (1.3.9)]]
बाह्यान् चक्षुस्,-
बाह्यांरुँ चक्षुस्,[[नश्छव्यप्रशान् (8.3.7)]]
बाह्यांर् चक्षुस्,[[तस्य लोपः (1.3.9)]]
बाह्यांः चक्षुस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बाह्यांस् चक्षुस्,[[विसर्जनीयस्य सः (8.3.34)]]
बाह्यांश् चक्षुस्,[[स्तोः श्चुना श्चुः (8.4.40)]]
चक्षुस् च,-
चक्षुरुँ च,[[ससजुषो रुः (8.2.66)]]
चक्षुर् च,[[तस्य लोपः (1.3.9)]]
चक्षुः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
चक्षुस् च,[[विसर्जनीयस्य सः (8.3.34)]]
चक्षुश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव अन्तरे,-
चैवान्तरे,[[अकः सवर्णे दीर्घः (6.1.101)]]
चैवान्तरे भ्रुवोस्,-
भ्रुवोस्,-
भ्रुवोरुँ,[[ससजुषो रुः (8.2.66)]]
भ्रुवोर्,[[तस्य लोपः (1.3.9)]]
भ्रुवोः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्राणापानौ समौ,-
समौ कृत्वा,-
कृत्वा नासाभ्यन्तरचारिणौ,-
नासाभ्यन्तरचारिणौ,-
