स्थिति,सूत्र
अधिभूतम् क्षरस्,-
अधिभूतं क्षरस्,[[मोऽनुस्वारः (8.3.23)]]
क्षरस् भावस्,-
क्षररुँ भावस्,[[ससजुषो रुः (8.2.66)]]
क्षरर् भावस्,[[तस्य लोपः (1.3.9)]]
क्षर उ भावस्,[[हशि च (6.1.114)]]
क्षरो भावस्,[[आद्गुणः (6.1.87)]]
भावस् पुरुषस्,-
भावरुँ पुरुषस्,[[ससजुषो रुः (8.2.66)]]
भावर् पुरुषस्,[[तस्य लोपः (1.3.9)]]
भावः पुरुषस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भावः पुरुषस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पुरुषस् च,-
पुरुषरुँ च,[[ससजुषो रुः (8.2.66)]]
पुरुषर् च,[[तस्य लोपः (1.3.9)]]
पुरुषः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पुरुषस् च,[[विसर्जनीयस्य सः (8.3.34)]]
पुरुषश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अधिदैवतम्,-
चाधिदैवतम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाधिदैवतम्,-
अधियज्ञस् अहम्,-
अधियज्ञरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
अधियज्ञर् अहम्,[[तस्य लोपः (1.3.9)]]
अधियज्ञ उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अधियज्ञो अहम्,[[आद्गुणः (6.1.87)]]
अधियज्ञोऽहम्,[[एङः पदान्तादति (6.1.109)]]
अधियज्ञोऽहम् एव,-
एव अत्र,-
एवात्र,[[अकः सवर्णे दीर्घः (6.1.101)]]
एवात्र देहे,-
देहे देहभृताम्,-
देहभृताम् वर,-
देहभृतां वर,[[मोऽनुस्वारः (8.3.23)]]
वर,-
