स्थिति,सूत्र
ज्ञानम् ज्ञेयम्,-
ज्ञानं ज्ञेयम्,[[मोऽनुस्वारः (8.3.23)]]
ज्ञेयम् परिज्ञाता,-
ज्ञेयं परिज्ञाता,[[मोऽनुस्वारः (8.3.23)]]
परिज्ञाता त्रिविधा,-
त्रिविधा कर्मचोदना,-
कर्मचोदना,-
करणम् कर्म,-
करणं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म कर्ता,-
कर्ता इति,-
कर्तेति,[[आद्गुणः (6.1.87)]]
कर्तेति त्रिविधस्,-
त्रिविधस् कर्मसङ्ग्रहस्,-
त्रिविधरुँ कर्मसङ्ग्रहस्,[[ससजुषो रुः (8.2.66)]]
त्रिविधर् कर्मसङ्ग्रहस्,[[तस्य लोपः (1.3.9)]]
त्रिविधः कर्मसङ्ग्रहस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
त्रिविधः कर्मसङ्ग्रहस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्मसङ्ग्रहस्,-
कर्मसङ्ग्रहरुँ,[[ससजुषो रुः (8.2.66)]]
कर्मसङ्ग्रहर्,[[तस्य लोपः (1.3.9)]]
कर्मसङ्ग्रहः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
