स्थिति,सूत्र
कुलक्षये प्रणश्यन्ति,-
प्रणश्यन्ति कुलधर्मास्,-
कुलधर्मास् सनातनास्,-
कुलधर्मारुँ सनातनास्,[[ससजुषो रुः (8.2.66)]]
कुलधर्मार् सनातनास्,[[तस्य लोपः (1.3.9)]]
कुलधर्माः सनातनास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कुलधर्माः सनातनास्,[[वा शरि (8.3.36)]]
सनातनास्,-
सनातनारुँ,[[ससजुषो रुः (8.2.66)]]
सनातनार्,[[तस्य लोपः (1.3.9)]]
सनातनाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
धर्मे नष्टे,-
नष्टे कुलम्,-
कुलम् कृत्स्नम्,-
कुलं कृत्स्नम्,[[मोऽनुस्वारः (8.3.23)]]
कृत्स्नम् अधर्मस्,-
अधर्मस् अभिभवति,-
अधर्मरुँ अभिभवति,[[ससजुषो रुः (8.2.66)]]
अधर्मर् अभिभवति,[[तस्य लोपः (1.3.9)]]
अधर्म उ अभिभवति,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अधर्मो अभिभवति,[[आद्गुणः (6.1.87)]]
अधर्मोऽभिभवति,[[एङः पदान्तादति (6.1.109)]]
अधर्मोऽभिभवति उत,-
अधर्मोऽभिभवत्युत,[[इको यणचि (6.1.77)]]
अधर्मोऽभिभवत्युत,-
