स्थिति,सूत्र
बन्धुस् आत्मा,-
बन्धुरुँ आत्मा,[[ससजुषो रुः (8.2.66)]]
बन्धुर् आत्मा,[[तस्य लोपः (1.3.9)]]
आत्मा आत्मनस्,-
आत्मात्मनस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
आत्मात्मनस् तस्य,-
आत्मात्मनरुँ तस्य,[[ससजुषो रुः (8.2.66)]]
आत्मात्मनर् तस्य,[[तस्य लोपः (1.3.9)]]
आत्मात्मनः तस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आत्मात्मनस् तस्य,[[विसर्जनीयस्य सः (8.3.34)]]
तस्य येन,-
येन आत्मा,-
येनात्मा,[[अकः सवर्णे दीर्घः (6.1.101)]]
येनात्मा एव,-
येनात्मैव,[[वृद्धिरेचि (6.1.88)]]
येनात्मैव आत्मना,-
येनात्मैवात्मना,[[अकः सवर्णे दीर्घः (6.1.101)]]
येनात्मैवात्मना जितस्,-
जितस्,-
जितरुँ,[[ससजुषो रुः (8.2.66)]]
जितर्,[[तस्य लोपः (1.3.9)]]
जितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनात्मनस् तु,-
अनात्मनरुँ तु,[[ससजुषो रुः (8.2.66)]]
अनात्मनर् तु,[[तस्य लोपः (1.3.9)]]
अनात्मनः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनात्मनस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु शत्रुत्वे,-
शत्रुत्वे वर्तेत,-
वर्तेत आत्मा,-
वर्तेतात्मा,[[अकः सवर्णे दीर्घः (6.1.101)]]
वर्तेतात्मा एव,-
वर्तेतात्मैव,[[वृद्धिरेचि (6.1.88)]]
वर्तेतात्मैव शत्रुवत्,-
शत्रुवत्,-
शत्रुवद्,[[झलां जशोऽन्ते (8.2.39)]]
शत्रुवत्,[[वाऽवसाने (8.4.56)]]
