स्थिति,सूत्र
ओम् तत्,-
ओं तत्,[[मोऽनुस्वारः (8.3.23)]]
तत् सत्,-
तद् सत्,[[झलां जशोऽन्ते (8.2.39)]]
तत् सत्,[[खरि च (8.4.55)]]
सत् इति,-
सद् इति,[[झलां जशोऽन्ते (8.2.39)]]
इति निर्देशस्,-
निर्देशस् ब्रह्मणस्,-
निर्देशरुँ ब्रह्मणस्,[[ससजुषो रुः (8.2.66)]]
निर्देशर् ब्रह्मणस्,[[तस्य लोपः (1.3.9)]]
निर्देश उ ब्रह्मणस्,[[हशि च (6.1.114)]]
निर्देशो ब्रह्मणस्,[[आद्गुणः (6.1.87)]]
ब्रह्मणस् त्रिविधस्,-
ब्रह्मणरुँ त्रिविधस्,[[ससजुषो रुः (8.2.66)]]
ब्रह्मणर् त्रिविधस्,[[तस्य लोपः (1.3.9)]]
ब्रह्मणः त्रिविधस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ब्रह्मणस् त्रिविधस्,[[विसर्जनीयस्य सः (8.3.34)]]
त्रिविधस् स्मृतस्,-
त्रिविधरुँ स्मृतस्,[[ससजुषो रुः (8.2.66)]]
त्रिविधर् स्मृतस्,[[तस्य लोपः (1.3.9)]]
त्रिविधः स्मृतस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
त्रिविधः स्मृतस्,[[वा शरि (8.3.36)]]
स्मृतस्,-
स्मृतरुँ,[[ससजुषो रुः (8.2.66)]]
स्मृतर्,[[तस्य लोपः (1.3.9)]]
स्मृतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ब्राह्मणास् तेन,-
ब्राह्मणारुँ तेन,[[ससजुषो रुः (8.2.66)]]
ब्राह्मणार् तेन,[[तस्य लोपः (1.3.9)]]
ब्राह्मणाः तेन,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ब्राह्मणास् तेन,[[विसर्जनीयस्य सः (8.3.34)]]
तेन वेदास्,-
वेदास् च,-
वेदारुँ च,[[ससजुषो रुः (8.2.66)]]
वेदार् च,[[तस्य लोपः (1.3.9)]]
वेदाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वेदास् च,[[विसर्जनीयस्य सः (8.3.34)]]
वेदाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च यज्ञास्,-
यज्ञास् च,-
यज्ञारुँ च,[[ससजुषो रुः (8.2.66)]]
यज्ञार् च,[[तस्य लोपः (1.3.9)]]
यज्ञाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यज्ञास् च,[[विसर्जनीयस्य सः (8.3.34)]]
यज्ञाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च विहितास्,-
विहितास् पुरा,-
विहितारुँ पुरा,[[ससजुषो रुः (8.2.66)]]
विहितार् पुरा,[[तस्य लोपः (1.3.9)]]
विहिताः पुरा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विहिताः पुरा,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पुरा,-
