स्थिति,सूत्र
एवमुक्त्वार्जुनस् सङ्ख्ये,-
एवमुक्त्वार्जुनरुँ सङ्ख्ये,[[ससजुषो रुः (8.2.66)]]
एवमुक्त्वार्जुनर् सङ्ख्ये,[[तस्य लोपः (1.3.9)]]
एवमुक्त्वार्जुनः सङ्ख्ये,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
एवमुक्त्वार्जुनः सङ्ख्ये,[[वा शरि (8.3.36)]]
सङ्ख्ये रथोपस्थे,-
रथोपस्थे उपाविशत्,-
रथोपस्थय् उपाविशत्,[[एचोऽयवायावः (6.1.78)]]
रथोपस्थ उपाविशत्,[[लोपः शाकल्यस्य (8.3.19)]]
उपाविशत्,-
उपाविशद्,[[झलां जशोऽन्ते (8.2.39)]]
उपाविशत्,[[वाऽवसाने (8.4.56)]]
विसृज्य सशरम्,-
सशरम् चापम्,-
सशरं चापम्,[[मोऽनुस्वारः (8.3.23)]]
चापम् शोकसंविग्नमानसस्,-
चापं शोकसंविग्नमानसस्,[[मोऽनुस्वारः (8.3.23)]]
शोकसंविग्नमानसस्,-
शोकसंविग्नमानसरुँ,[[ससजुषो रुः (8.2.66)]]
शोकसंविग्नमानसर्,[[तस्य लोपः (1.3.9)]]
शोकसंविग्नमानसः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
