स्थिति,सूत्र
तत् विद्धि,-
तद् विद्धि,[[झलां जशोऽन्ते (8.2.39)]]
विद्धि प्रणिपातेन,-
प्रणिपातेन परिप्रश्नेन,-
परिप्रश्नेन सेवया,-
सेवया,-
उपदेक्ष्यन्ति ते,-
ते ज्ञानम्,-
ज्ञानम् ज्ञानिनस्,-
ज्ञानं ज्ञानिनस्,[[मोऽनुस्वारः (8.3.23)]]
ज्ञानिनस् तत्त्वदर्शिनस्,-
ज्ञानिनरुँ तत्त्वदर्शिनस्,[[ससजुषो रुः (8.2.66)]]
ज्ञानिनर् तत्त्वदर्शिनस्,[[तस्य लोपः (1.3.9)]]
ज्ञानिनः तत्त्वदर्शिनस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ज्ञानिनस् तत्त्वदर्शिनस्,[[विसर्जनीयस्य सः (8.3.34)]]
तत्त्वदर्शिनस्,-
तत्त्वदर्शिनरुँ,[[ससजुषो रुः (8.2.66)]]
तत्त्वदर्शिनर्,[[तस्य लोपः (1.3.9)]]
तत्त्वदर्शिनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
