स्थिति,सूत्र
श्रेयान् द्रव्यमयात्,-
द्रव्यमयात् यज्ञात्,-
द्रव्यमयाद् यज्ञात्,[[झलां जशोऽन्ते (8.2.39)]]
यज्ञात् ज्ञानयज्ञस्,-
यज्ञाद् ज्ञानयज्ञस्,[[झलां जशोऽन्ते (8.2.39)]]
यज्ञाज् ज्ञानयज्ञस्,[[स्तोः श्चुना श्चुः (8.4.40)]]
ज्ञानयज्ञस् परन्तप,-
ज्ञानयज्ञरुँ परन्तप,[[ससजुषो रुः (8.2.66)]]
ज्ञानयज्ञर् परन्तप,[[तस्य लोपः (1.3.9)]]
ज्ञानयज्ञः परन्तप,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ज्ञानयज्ञः परन्तप,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परन्तप,-
सर्वम् कर्माखिलम्,-
सर्वं कर्माखिलम्,[[मोऽनुस्वारः (8.3.23)]]
कर्माखिलम् पार्थ,-
कर्माखिलं पार्थ,[[मोऽनुस्वारः (8.3.23)]]
पार्थ ज्ञाने,-
ज्ञाने परिसमाप्यते,-
परिसमाप्यते,-
