स्थिति,सूत्र
एतान् न,-
न हन्तुम्,-
हन्तुम् इच्छामि,-
इच्छामि घ्नतस्,-
घ्नतस् अपि,-
घ्नतरुँ अपि,[[ससजुषो रुः (8.2.66)]]
घ्नतर् अपि,[[तस्य लोपः (1.3.9)]]
घ्नत उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
घ्नतो अपि,[[आद्गुणः (6.1.87)]]
घ्नतोऽपि,[[एङः पदान्तादति (6.1.109)]]
घ्नतोऽपि मधुसूदन,-
मधुसूदन,-
अपि त्रैलोक्यराज्यस्य,-
त्रैलोक्यराज्यस्य हेतोस्,-
हेतोस् किम्,-
हेतोरुँ किम्,[[ससजुषो रुः (8.2.66)]]
हेतोर् किम्,[[तस्य लोपः (1.3.9)]]
हेतोः किम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
हेतोः किम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
किम् नु,-
किं नु,[[मोऽनुस्वारः (8.3.23)]]
नु महीकृते,-
महीकृते,-
