स्थिति,सूत्र
निहत्य धार्तराष्ट्रान्,-
धार्तराष्ट्रान् नस्,-
नस् का,-
नरुँ का,[[ससजुषो रुः (8.2.66)]]
नर् का,[[तस्य लोपः (1.3.9)]]
नः का,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नः का,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
का प्रीतिस्,-
प्रीतिस् स्यात्,-
प्रीतिरुँ स्यात्,[[ससजुषो रुः (8.2.66)]]
प्रीतिर् स्यात्,[[तस्य लोपः (1.3.9)]]
प्रीतिः स्यात्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रीतिः स्यात्,[[वा शरि (8.3.36)]]
स्यात् जनार्दन,-
स्याद् जनार्दन,[[झलां_जशोऽन्ते (8.2.39)]]
स्याज् जनार्दन,[[स्तोः श्चुना श्चुः (8.4.40)]]
जनार्दन,-
पापम् एव,-
एव आश्रयेत्,-
एवाश्रयेत्,[[अकः सवर्णे दीर्घः (6.1.101)]]
एवाश्रयेत् अस्मान्,-
एवाश्रयेद् अस्मान्,[[झलां_जशोऽन्ते (8.2.39)]]
अस्मान् हत्वा,-
हत्वा एतान्,-
हत्वैतान्,[[वृद्धिरेचि (6.1.88)]]
हत्वैतान् आततायिनस्,-
आततायिनस्,-
आततायिनरुँ,[[ससजुषो रुः (8.2.66)]]
आततायिनर्,[[तस्य लोपः (1.3.9)]]
आततायिनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
