स्थिति,सूत्र
श्रद्धया परया,-
परया तप्तम्,-
तप्तम् तपस्,-
तप्तं तपस्,[[मोऽनुस्वारः (8.3.23)]]
तपस् तत्,-
तपरुँ तत्,[[ससजुषो रुः (8.2.66)]]
तपर् तत्,[[तस्य लोपः (1.3.9)]]
तपः तत्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तपस् तत्,[[विसर्जनीयस्य सः (8.3.34)]]
तत् त्रिविधम्,-
तद् त्रिविधम्,[[झलां जशोऽन्ते (8.2.39)]]
तत् त्रिविधम्,[[खरि च (8.4.55)]]
त्रिविधम् नरैस्,-
त्रिविधं नरैस्,[[मोऽनुस्वारः (8.3.23)]]
नरैस्,-
नरैरुँ,[[ससजुषो रुः (8.2.66)]]
नरैर्,[[तस्य लोपः (1.3.9)]]
नरैः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अफलाकाङ्क्षिभिस् युक्तैस्,-
अफलाकाङ्क्षिभिरुँ युक्तैस्,[[ससजुषो रुः (8.2.66)]]
अफलाकाङ्क्षिभिर् युक्तैस्,[[तस्य लोपः (1.3.9)]]
युक्तैस् सात्त्विकम्,-
युक्तैरुँ सात्त्विकम्,[[ससजुषो रुः (8.2.66)]]
युक्तैर् सात्त्विकम्,[[तस्य लोपः (1.3.9)]]
युक्तैः सात्त्विकम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
युक्तैः सात्त्विकम्,[[वा शरि (8.3.36)]]
सात्त्विकम् परिचक्षते,-
सात्त्विकं परिचक्षते,[[मोऽनुस्वारः (8.3.23)]]
परिचक्षते,-
