स्थिति,सूत्र
यत् च,-
यद् च,[[झलां जशोऽन्ते (8.2.39)]]
यज् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
यच् च,[[खरि च (8.4.55)]]
च अपि,-
चापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चापि सर्वभूतानाम्,-
सर्वभूतानाम् बीजम्,-
सर्वभूतानां बीजम्,[[मोऽनुस्वारः (8.3.23)]]
बीजम् तत्,-
बीजं तत्,[[मोऽनुस्वारः (8.3.23)]]
तत् अहम्,-
तद् अहम्,[[झलां जशोऽन्ते (8.2.39)]]
अहम् अर्जुन,-
अर्जुन,-
न तत्,-
तत् अस्ति,-
तद् अस्ति,[[झलां जशोऽन्ते (8.2.39)]]
अस्ति विना,-
विना यत्,-
यत् स्यात्,-
यद् स्यात्,[[झलां जशोऽन्ते (8.2.39)]]
यत् स्यात्,[[खरि च (8.4.55)]]
स्यात् मया,-
स्याद् मया,[[झलां जशोऽन्ते (8.2.39)]]
स्यान् मया,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
मया भूतम्,-
भूतम् चराचरम्,-
भूतं चराचरम्,[[मोऽनुस्वारः (8.3.23)]]
चराचरम्,-
