स्थिति,सूत्र
तपामि अहम्,-
तपाम्यहम्,[[इको यणचि (6.1.77)]]
तपाम्यहम् अहम्,-
अहम् वर्षम्,-
अहं वर्षम्,[[मोऽनुस्वारः (8.3.23)]]
वर्षम् निगृह्णामि,-
वर्षं निगृह्णामि,[[मोऽनुस्वारः (8.3.23)]]
निगृह्णामि उत्सृजामि,-
निगृह्णाम्युत्सृजामि,[[इको यणचि (6.1.77)]]
निगृह्णाम्युत्सृजामि च,-
च,-
अमृतम् च,-
अमृतं च,[[मोऽनुस्वारः (8.3.23)]]
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव मृत्युस्,-
मृत्युस् च,-
मृत्युरुँ च,[[ससजुषो रुः (8.2.66)]]
मृत्युर् च,[[तस्य लोपः (1.3.9)]]
मृत्युः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मृत्युस् च,[[विसर्जनीयस्य सः (8.3.34)]]
मृत्युश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च सत्,-
सत् असत्,-
सद् असत्,[[झलां जशोऽन्ते (8.2.39)]]
असत् च,-
असद् च,[[झलां जशोऽन्ते (8.2.39)]]
असज् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
असच् च,[[खरि च (8.4.55)]]
च अहम्,-
चाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाहम् अर्जुन,-
अर्जुन,-
