स्थिति,सूत्र
यस् इदम्,-
यरुँ इदम्,[[ससजुषो रुः (8.2.66)]]
यर् इदम्,[[तस्य लोपः (1.3.9)]]
यय् इदम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
य इदम्,[[लोपः शाकल्यस्य (8.3.19)]]
इदम् परमम्,-
इदं परमम्,[[मोऽनुस्वारः (8.3.23)]]
परमम् गुह्यम्,-
परमं गुह्यम्,[[मोऽनुस्वारः (8.3.23)]]
गुह्यम् मद्भक्तेषु,-
गुह्यं मद्भक्तेषु,[[मोऽनुस्वारः (8.3.23)]]
मद्भक्तेषु अभिधास्यति,-
मद्भक्तेष्वभिधास्यति,[[इको यणचि (6.1.77)]]
मद्भक्तेष्वभिधास्यति,-
भक्तिम् मयि,-
भक्तिं मयि,[[मोऽनुस्वारः (8.3.23)]]
मयि पराम्,-
पराम् कृत्वा,-
परां कृत्वा,[[मोऽनुस्वारः (8.3.23)]]
कृत्वा माम्,-
माम् एव,-
एव एष्यति,-
एवैष्यति,[[वृद्धिरेचि (6.1.88)]]
एवैष्यति असंशयस्,-
एवैष्यत्यसंशयस्,[[इको यणचि (6.1.77)]]
एवैष्यत्यसंशयस्,-
एवैष्यत्यसंशयरुँ,[[ससजुषो रुः (8.2.66)]]
एवैष्यत्यसंशयर्,[[तस्य लोपः (1.3.9)]]
एवैष्यत्यसंशयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
