स्थिति,सूत्र
इन्द्रियाणि पराणि,-
पराणि आहुस्,-
पराण्याहुस्,[[इको यणचि (6.1.77)]]
पराण्याहुस् इन्द्रियेभ्यस्,-
पराण्याहुरुँ इन्द्रियेभ्यस्,[[ससजुषो रुः (8.2.66)]]
पराण्याहुर् इन्द्रियेभ्यस्,[[तस्य लोपः (1.3.9)]]
इन्द्रियेभ्यस् परम्,-
इन्द्रियेभ्यरुँ परम्,[[ससजुषो रुः (8.2.66)]]
इन्द्रियेभ्यर् परम्,[[तस्य लोपः (1.3.9)]]
इन्द्रियेभ्यः परम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इन्द्रियेभ्यः परम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परम् मनस्,-
परं मनस्,[[मोऽनुस्वारः (8.3.23)]]
मनस्,-
मनरुँ,[[ससजुषो रुः (8.2.66)]]
मनर्,[[तस्य लोपः (1.3.9)]]
मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनसस् तु,-
मनसरुँ तु,[[ससजुषो रुः (8.2.66)]]
मनसर् तु,[[तस्य लोपः (1.3.9)]]
मनसः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनसस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु परा,-
परा बुद्धिस्,-
बुद्धिस् यस्,-
बुद्धिरुँ यस्,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् यस्,[[तस्य लोपः (1.3.9)]]
यस् बुद्धेस्,-
यरुँ बुद्धेस्,[[ससजुषो रुः (8.2.66)]]
यर् बुद्धेस्,[[तस्य लोपः (1.3.9)]]
य उ बुद्धेस्,[[हशि च (6.1.114)]]
यो बुद्धेस्,[[आद्गुणः (6.1.87)]]
बुद्धेस् परतस्,-
बुद्धेरुँ परतस्,[[ससजुषो रुः (8.2.66)]]
बुद्धेर् परतस्,[[तस्य लोपः (1.3.9)]]
बुद्धेः परतस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बुद्धेः परतस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परतस् तु,-
परतरुँ तु,[[ससजुषो रुः (8.2.66)]]
परतर् तु,[[तस्य लोपः (1.3.9)]]
परतः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
परतस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु सस्,-
सस्,-
सरुँ,[[ससजुषो रुः (8.2.66)]]
सर्,[[तस्य लोपः (1.3.9)]]
सः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
