स्थिति,सूत्र
प्रयत्नात् यतमानस्,-
प्रयत्नाद् यतमानस्,[[झलां जशोऽन्ते (8.2.39)]]
यतमानस् तु,-
यतमानरुँ तु,[[ससजुषो रुः (8.2.66)]]
यतमानर् तु,[[तस्य लोपः (1.3.9)]]
यतमानः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यतमानस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु योगी,-
योगी संशुद्धकिल्बिषस्,-
संशुद्धकिल्बिषस्,-
संशुद्धकिल्बिषरुँ,[[ससजुषो रुः (8.2.66)]]
संशुद्धकिल्बिषर्,[[तस्य लोपः (1.3.9)]]
संशुद्धकिल्बिषः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनेकजन्मसंसिद्धस् ततस्,-
अनेकजन्मसंसिद्धरुँ ततस्,[[ससजुषो रुः (8.2.66)]]
अनेकजन्मसंसिद्धर् ततस्,[[तस्य लोपः (1.3.9)]]
अनेकजन्मसंसिद्धः ततस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनेकजन्मसंसिद्धस् ततस्,[[विसर्जनीयस्य सः (8.3.34)]]
ततस् याति,-
ततरुँ याति,[[ससजुषो रुः (8.2.66)]]
ततर् याति,[[तस्य लोपः (1.3.9)]]
तत उ याति,[[हशि च (6.1.114)]]
ततो याति,[[आद्गुणः (6.1.87)]]
याति पराम्,-
पराम् गतिम्,-
परां गतिम्,[[मोऽनुस्वारः (8.3.23)]]
गतिम्,-
