स्थिति,सूत्र
मया ततम्,-
ततम् इदम्,-
इदम् सर्वम्,-
इदं सर्वम्,[[मोऽनुस्वारः (8.3.23)]]
सर्वम् जगत्,-
सर्वं जगत्,[[मोऽनुस्वारः (8.3.23)]]
जगत् अव्यक्तमूर्तिना,-
जगद् अव्यक्तमूर्तिना,[[झलां जशोऽन्ते (8.2.39)]]
अव्यक्तमूर्तिना,-
मत्स्थानि सर्वभूतानि,-
सर्वभूतानि न,-
न च,-
च अहम्,-
चाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाहम् तेषु,-
चाहं तेषु,[[मोऽनुस्वारः (8.3.23)]]
तेषु अवस्थितस्,-
तेष्ववस्थितस्,[[इको यणचि (6.1.77)]]
तेष्ववस्थितस्,-
तेष्ववस्थितरुँ,[[ससजुषो रुः (8.2.66)]]
तेष्ववस्थितर्,[[तस्य लोपः (1.3.9)]]
तेष्ववस्थितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
