स्थिति,सूत्र
न जायते,-
जायते म्रियते,-
म्रियते वा,-
वा कदाचित्,-
कदाचित् न,-
कदाचिद् न,[[झलां_जशोऽन्ते (8.2.39)]]
कदाचिन् न,[[यरोऽनुनासिकेऽनुनासिको_वा (8.4.45)]]
न अयम्,-
नायम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नायम् भूत्वा,-
नायं भूत्वा,[[मोऽनुस्वारः (8.3.23)]]
भूत्वा भविता,-
भविता वा,-
वा न,-
न भूयस्,-
भूयस्,-
भूयरुँ,[[ससजुषो रुः (8.2.66)]]
भूयर्,[[तस्य लोपः (1.3.9)]]
भूयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अजस् नित्यस्,-
अजरुँ नित्यस्,[[ससजुषो रुः (8.2.66)]]
अजर् नित्यस्,[[तस्य लोपः (1.3.9)]]
अज उ नित्यस्,[[हशि च (6.1.114)]]
अजो नित्यस्,[[आद्गुणः (6.1.87)]]
नित्यस् शाश्वतस्,-
नित्यरुँ शाश्वतस्,[[ससजुषो रुः (8.2.66)]]
नित्यर् शाश्वतस्,[[तस्य लोपः (1.3.9)]]
नित्यः शाश्वतस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नित्यः शाश्वतस्,[[वा शरि (8.3.36)]]
शाश्वतस् अयम्,-
शाश्वतरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
शाश्वतर् अयम्,[[तस्य लोपः (1.3.9)]]
शाश्वत उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
शाश्वतो अयम्,[[आद्गुणः (6.1.87)]]
शाश्वतोऽयम्,[[एङः पदान्तादति (6.1.109)]]
शाश्वतोऽयम् पुराणस्,-
शाश्वतोऽयं पुराणस्,[[मोऽनुस्वारः (8.3.23)]]
पुराणस् न,-
पुराणरुँ न,[[ससजुषो रुः (8.2.66)]]
पुराणर् न,[[तस्य लोपः (1.3.9)]]
पुराण उ न,[[हशि च (6.1.114)]]
पुराणो न,[[आद्गुणः (6.1.87)]]
न हन्यते,-
हन्यते हन्यमाने,-
हन्यमाने शरीरे,-
शरीरे,-
