स्थिति,सूत्र
अभयम् सत्त्वसंशुद्धिस्,-
अभयं सत्त्वसंशुद्धिस्,[[मोऽनुस्वारः (8.3.23)]]
सत्त्वसंशुद्धिस् ज्ञानयोगव्यवस्थितिस्,-
सत्त्वसंशुद्धिरुँ ज्ञानयोगव्यवस्थितिस्,[[ससजुषो रुः (8.2.66)]]
सत्त्वसंशुद्धिर् ज्ञानयोगव्यवस्थितिस्,[[तस्य लोपः (1.3.9)]]
ज्ञानयोगव्यवस्थितिस्,-
ज्ञानयोगव्यवस्थितिरुँ,[[ससजुषो रुः (8.2.66)]]
ज्ञानयोगव्यवस्थितिर्,[[तस्य लोपः (1.3.9)]]
ज्ञानयोगव्यवस्थितिः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दानम् दमस्,-
दानं दमस्,[[मोऽनुस्वारः (8.3.23)]]
दमस् च,-
दमरुँ च,[[ससजुषो रुः (8.2.66)]]
दमर् च,[[तस्य लोपः (1.3.9)]]
दमः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दमस् च,[[विसर्जनीयस्य सः (8.3.34)]]
दमश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च यज्ञस्,-
यज्ञस् च,-
यज्ञरुँ च,[[ससजुषो रुः (8.2.66)]]
यज्ञर् च,[[तस्य लोपः (1.3.9)]]
यज्ञः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यज्ञस् च,[[विसर्जनीयस्य सः (8.3.34)]]
यज्ञश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च स्वाध्यायस्,-
स्वाध्यायस् तपस्,-
स्वाध्यायरुँ तपस्,[[ससजुषो रुः (8.2.66)]]
स्वाध्यायर् तपस्,[[तस्य लोपः (1.3.9)]]
स्वाध्यायः तपस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्वाध्यायस् तपस्,[[विसर्जनीयस्य सः (8.3.34)]]
तपस् आर्जवम्,-
तपरुँ आर्जवम्,[[ससजुषो रुः (8.2.66)]]
तपर् आर्जवम्,[[तस्य लोपः (1.3.9)]]
तपय् आर्जवम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
तप आर्जवम्,[[लोपः शाकल्यस्य (8.3.19)]]
आर्जवम्,-
