स्थिति,सूत्र
क्रोधात् भवति,-
क्रोधाद् भवति,[[झलां जशोऽन्ते (8.2.39)]]
भवति सम्मोहस्,-
सम्मोहस् सम्मोहात्,-
सम्मोहरुँ सम्मोहात्,[[ससजुषो रुः (8.2.66)]]
सम्मोहर् सम्मोहात्,[[तस्य लोपः (1.3.9)]]
सम्मोहः सम्मोहात्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सम्मोहः सम्मोहात्,[[वा शरि (8.3.36)]]
सम्मोहात् स्मृतिविभ्रमस्,-
सम्मोहाद् स्मृतिविभ्रमस्,[[झलां जशोऽन्ते (8.2.39)]]
सम्मोहात् स्मृतिविभ्रमस्,[[खरि च (8.4.55)]]
स्मृतिविभ्रमस्,-
स्मृतिविभ्रमरुँ,[[ससजुषो रुः (8.2.66)]]
स्मृतिविभ्रमर्,[[तस्य लोपः (1.3.9)]]
स्मृतिविभ्रमः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्मृतिभ्रंशात् बुद्धिनाशस्,-
स्मृतिभ्रंशाद् बुद्धिनाशस्,[[झलां जशोऽन्ते (8.2.39)]]
बुद्धिनाशस् बुद्धिनाशात्,-
बुद्धिनाशरुँ बुद्धिनाशात्,[[ससजुषो रुः (8.2.66)]]
बुद्धिनाशर् बुद्धिनाशात्,[[तस्य लोपः (1.3.9)]]
बुद्धिनाश उ बुद्धिनाशात्,[[हशि च (6.1.114)]]
बुद्धिनाशो बुद्धिनाशात्,[[आद्गुणः (6.1.87)]]
बुद्धिनाशात् प्रणश्यति,-
बुद्धिनाशाद् प्रणश्यति,[[झलां जशोऽन्ते (8.2.39)]]
बुद्धिनाशात् प्रणश्यति,[[खरि च (8.4.55)]]
प्रणश्यति,-
