स्थिति,सूत्र
इमम् विवस्वते,-
इमं विवस्वते,[[मोऽनुस्वारः (8.3.23)]]
विवस्वते योगम्,-
योगम् प्रोक्तवान्,-
योगं प्रोक्तवान्,[[मोऽनुस्वारः (8.3.23)]]
प्रोक्तवान् अहम्,-
अहम् अव्ययम्,-
अव्ययम्,-
विवस्वान् मनवे,-
मनवे प्राह,-
प्राह मनुस्,-
मनुस् इक्ष्वाकवे,-
मनुरुँ इक्ष्वाकवे,[[ससजुषो रुः (8.2.66)]]
मनुर् इक्ष्वाकवे,[[तस्य लोपः (1.3.9)]]
इक्ष्वाकवे अब्रवीत्,-
इक्ष्वाकवेऽब्रवीत्,[[एङः पदान्तादति (6.1.109)]]
इक्ष्वाकवेऽब्रवीत्,-
इक्ष्वाकवेऽब्रवीद्,[[झलां जशोऽन्ते (8.2.39)]]
इक्ष्वाकवेऽब्रवीत्,[[वाऽवसाने (8.4.56)]]
