स्थिति,सूत्र
यम् संन्यासम्,-
यं संन्यासम्,[[मोऽनुस्वारः (8.3.23)]]
संन्यासम् इति,-
इति प्राहुस्,-
प्राहुस् योगम्,-
प्राहुरुँ योगम्,[[ससजुषो रुः (8.2.66)]]
प्राहुर् योगम्,[[तस्य लोपः (1.3.9)]]
योगम् तम्,-
योगं तम्,[[मोऽनुस्वारः (8.3.23)]]
तम् विद्धि,-
तं विद्धि,[[मोऽनुस्वारः (8.3.23)]]
विद्धि पाण्डव,-
पाण्डव,-
न हि,-
हि असंन्यस्तसङ्कल्पस्,-
ह्यसंन्यस्तसङ्कल्पस्,[[इको यणचि (6.1.77)]]
ह्यसंन्यस्तसङ्कल्पस् योगी,-
ह्यसंन्यस्तसङ्कल्परुँ योगी,[[ससजुषो रुः (8.2.66)]]
ह्यसंन्यस्तसङ्कल्पर् योगी,[[तस्य लोपः (1.3.9)]]
ह्यसंन्यस्तसङ्कल्प उ योगी,[[हशि च (6.1.114)]]
ह्यसंन्यस्तसङ्कल्पो योगी,[[आद्गुणः (6.1.87)]]
योगी भवति,-
भवति कश्चन,-
कश्चन,-
