स्थिति,सूत्र
क्लैब्यम् मा,-
क्लैब्यं मा,[[मोऽनुस्वारः (8.3.23)]]
मा स्म,-
स्म गमस्,-
गमस् पार्थ,-
गमरुँ पार्थ,[[ससजुषो रुः (8.2.66)]]
गमर् पार्थ,[[तस्य लोपः (1.3.9)]]
गमः पार्थ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गमः पार्थ,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पार्थ न,-
न एतत्,-
नैतत्,[[वृद्धिरेचि (6.1.88)]]
नैतत् त्वयि,-
नैतद् त्वयि,[[झलां जशोऽन्ते (8.2.39)]]
नैतत् त्वयि,[[खरि च (8.4.55)]]
त्वयि उपपद्यते,-
त्वय्युपपद्यते,[[इको यणचि (6.1.77)]]
त्वय्युपपद्यते,-
क्षुद्रम् हृदयदौर्बल्यम्,-
क्षुद्रं हृदयदौर्बल्यम्,[[मोऽनुस्वारः (8.3.23)]]
हृदयदौर्बल्यम् त्यक्त्वा,-
हृदयदौर्बल्यं त्यक्त्वा,[[मोऽनुस्वारः (8.3.23)]]
त्यक्त्वा उत्तिष्ठ,-
त्यक्त्वोत्तिष्ठ,[[आद्गुणः (6.1.87)]]
त्यक्त्वोत्तिष्ठ परन्तप,-
परन्तप,-
