स्थिति,सूत्र
न माम्,-
माम् दुष्कृतिनस्,-
मां दुष्कृतिनस्,[[मोऽनुस्वारः (8.3.23)]]
दुष्कृतिनस् मूढास्,-
दुष्कृतिनरुँ मूढास्,[[ससजुषो रुः (8.2.66)]]
दुष्कृतिनर् मूढास्,[[तस्य लोपः (1.3.9)]]
दुष्कृतिन उ मूढास्,[[हशि च (6.1.114)]]
दुष्कृतिनो मूढास्,[[आद्गुणः (6.1.87)]]
मूढास् प्रपद्यन्ते,-
मूढारुँ प्रपद्यन्ते,[[ससजुषो रुः (8.2.66)]]
मूढार् प्रपद्यन्ते,[[तस्य लोपः (1.3.9)]]
मूढाः प्रपद्यन्ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मूढाः प्रपद्यन्ते,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रपद्यन्ते नराधमास्,-
नराधमास्,-
नराधमारुँ,[[ससजुषो रुः (8.2.66)]]
नराधमार्,[[तस्य लोपः (1.3.9)]]
नराधमाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मायया अपहृतज्ञानास्,-
माययापहृतज्ञानास्,[[अकः सवर्णे दीर्घः (6.1.101)]]
माययापहृतज्ञानास् आसुरम्,-
माययापहृतज्ञानारुँ आसुरम्,[[ससजुषो रुः (8.2.66)]]
माययापहृतज्ञानार् आसुरम्,[[तस्य लोपः (1.3.9)]]
माययापहृतज्ञानाय् आसुरम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
माययापहृतज्ञाना आसुरम्,[[लोपः शाकल्यस्य (8.3.19)]]
आसुरम् भावम्,-
आसुरं भावम्,[[मोऽनुस्वारः (8.3.23)]]
भावम् आश्रितास्,-
आश्रितास्,-
आश्रितारुँ,[[ससजुषो रुः (8.2.66)]]
आश्रितार्,[[तस्य लोपः (1.3.9)]]
आश्रिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
