स्थिति,सूत्र
पाञ्चजन्यम् हृषीकेशस्,-
पाञ्चजन्यं हृषीकेशस्,[[मोऽनुस्वारः (8.3.23)]]
हृषीकेशस् देवदत्तम्,-
हृषीकेशरुँ देवदत्तम्,[[ससजुषो रुः (8.2.66)]]
हृषीकेशर् देवदत्तम्,[[तस्य लोपः (1.3.9)]]
हृषीकेश उ देवदत्तम्,[[हशि च (6.1.114)]]
हृषीकेशो देवदत्तम्,[[आद्गुणः (6.1.87)]]
देवदत्तम् धनञ्जयस्,-
देवदत्तं धनञ्जयस्,[[मोऽनुस्वारः (8.3.23)]]
धनञ्जयस्,-
धनञ्जयरुँ,[[ससजुषो रुः (8.2.66)]]
धनञ्जयर्,[[तस्य लोपः (1.3.9)]]
धनञ्जयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पौण्ड्रम् दध्मौ,-
पौण्ड्रं दध्मौ,[[मोऽनुस्वारः (8.3.23)]]
दध्मौ महाशङ्खम्,-
महाशङ्खम् भीमकर्मा,-
महाशङ्खं भीमकर्मा,[[मोऽनुस्वारः (8.3.23)]]
भीमकर्मा वृकोदरस्,-
वृकोदरस्,-
वृकोदररुँ,[[ससजुषो रुः (8.2.66)]]
वृकोदरर्,[[तस्य लोपः (1.3.9)]]
वृकोदरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
