स्थिति,सूत्र
इदम् शरीरम्,-
इदं शरीरम्,[[मोऽनुस्वारः (8.3.23)]]
शरीरम् कौन्तेय,-
शरीरं कौन्तेय,[[मोऽनुस्वारः (8.3.23)]]
कौन्तेय क्षेत्रम्,-
क्षेत्रम् इति,-
इति अभिधीयते,-
इत्यभिधीयते,[[इको यणचि (6.1.77)]]
इत्यभिधीयते,-
एतत् यस्,-
एतद् यस्,[[झलां जशोऽन्ते (8.2.39)]]
यस् वेत्ति,-
यरुँ वेत्ति,[[ससजुषो रुः (8.2.66)]]
यर् वेत्ति,[[तस्य लोपः (1.3.9)]]
य उ वेत्ति,[[हशि च (6.1.114)]]
यो वेत्ति,[[आद्गुणः (6.1.87)]]
वेत्ति तम्,-
तम् प्राहुस्,-
तं प्राहुस्,[[मोऽनुस्वारः (8.3.23)]]
प्राहुस् क्षेत्रज्ञस्,-
प्राहुरुँ क्षेत्रज्ञस्,[[ससजुषो रुः (8.2.66)]]
प्राहुर् क्षेत्रज्ञस्,[[तस्य लोपः (1.3.9)]]
प्राहुः क्षेत्रज्ञस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्राहुः क्षेत्रज्ञस्,[[शर्परे विसर्जनीयः (8.3.35)]]
क्षेत्रज्ञस् इति,-
क्षेत्रज्ञरुँ इति,[[ससजुषो रुः (8.2.66)]]
क्षेत्रज्ञर् इति,[[तस्य लोपः (1.3.9)]]
क्षेत्रज्ञय् इति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
क्षेत्रज्ञ इति,[[लोपः शाकल्यस्य (8.3.19)]]
इति तद्विदस्,-
तद्विदस्,-
तद्विदरुँ,[[ससजुषो रुः (8.2.66)]]
तद्विदर्,[[तस्य लोपः (1.3.9)]]
तद्विदः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
